id	num	neg.score	neg.p.value	neg.fdr	neg.rank	neg.goodsgrna	neg.lfc	pos.score	pos.p.value	pos.fdr	pos.rank	pos.goodsgrna	pos.lfc
OPHN1	6	0.45292	0.22284	0.407298	11251	2	0.011498	0.16918	0.56859	1	6335	1	0.011498
OPLAH	6	0.88097	0.61567	0.733331	17344	1	0.0091972	0.41306	0.78836	1	10896	2	0.0091972
OPN1LW	6	0.83469	0.54141	0.682742	16394	1	-0.029447	0.2928	0.72013	1	9055	2	-0.029447
OPN1SW	6	0.13633	0.043456	0.168751	5179	3	-0.030767	0.20726	0.63054	1	7352	3	-0.030767
OPN3	6	0.9258	0.72429	0.809013	18427	0	0.089802	0.098162	0.44163	1	4410	3	0.089802
OPN4	6	0.37622	0.1667	0.344559	10023	2	-0.0019226	0.52478	0.86623	1	12751	2	-0.0019226
OPN5	6	0.61538	0.35343	0.522862	13788	1	0.19973	0.073621	0.38882	1	3715	3	0.19973
OPRD1	6	0.32247	0.13999	0.315631	9170	2	-0.014323	0.55088	0.88179	1	13190	2	-0.014323
OPRK1	6	0.77453	0.48309	0.643289	15462	1	0.059846	0.046082	0.29636	1	2628	3	0.059846
OPRL1	6	0.47208	0.23944	0.423869	11545	2	0.24405	0.048754	0.30603	1	2749	4	0.24405
OPRM1	6	0.66853	0.38504	0.553129	14262	1	0.027617	0.46515	0.82539	1	11779	2	0.027617
OPTC	6	0.87894	0.61033	0.730269	17276	1	0.27322	0.012466	0.12654	1	1027	4	0.27322
OPTN	6	0.085586	0.021984	0.112728	3981	2	-0.031284	0.12591	0.50022	1	5162	2	-0.031284
OR10A2	6	0.0037712	0.00017915	0.00441	827	5	-0.24633	0.88085	0.9708	1	17508	0	-0.24633
OR10A3	6	0.059403	0.0086932	0.056306	3186	2	0.38623	0.003327	0.044377	1	406	4	0.38623
OR10A4	6	0.0067328	0.00035566	0.006812	1076	4	-0.40008	0.33946	0.74996	1	9755	1	-0.40008
OR10A5	6	0.82119	0.53076	0.678087	16151	1	0.28409	0.032869	0.22678	1	2029	4	0.28409
OR10A6	6	0.6589	0.37453	0.544234	14156	1	0.14621	0.52423	0.8654	1	12741	1	0.14621
OR10A7	6	0.51382	0.26486	0.445173	12214	1	-0.004872	0.44093	0.81255	1	11342	2	-0.004872
OR10AD1	6	0.84807	0.55721	0.691309	16662	1	0.16881	0.15154	0.54439	1	5838	3	0.16881
OR10AG1	6	0.57432	0.3319	0.513589	13240	2	0.076137	0.40776	0.7833	1	10816	2	0.076137
OR10C1	6	0.91142	0.68302	0.780626	18045	0	0.059067	0.46178	0.82419	1	11722	2	0.059067
OR10G2	6	0.30191	0.1342	0.310179	8840	2	0.12609	0.11513	0.47558	1	4878	3	0.12609
OR10G3	6	0.34427	0.15695	0.339878	9524	1	0.13517	0.17136	0.57109	1	6397	3	0.13517
OR10G4	6	0.58897	0.34647	0.522862	13508	1	0.16878	0.020267	0.16205	1	1431	3	0.16878
OR10G7	6	0.7605	0.4725	0.637049	15276	1	0.050147	0.8782	0.97013	1	17442	0	0.050147
OR10G8	6	0.92411	0.71802	0.805644	18382	0	0.21038	0.11938	0.48801	1	4993	3	0.21038
OR10G9	6	0.29675	0.12851	0.301667	8754	2	-0.017776	0.38368	0.77192	1	10443	1	-0.017776
OR10H1	6	0.90126	0.6665	0.768308	17818	0	0.15983	0.053575	0.32415	1	2964	3	0.15983
OR10H2	6	0.79469	0.50165	0.656224	15745	1	0.46234	0.0006558	0.015062	1	167	4	0.46234
OR10H3	6	0.66689	0.3824	0.551499	14248	1	0.20742	0.053217	0.32415	1	2946	3	0.20742
OR10H4	6	0.80338	0.51761	0.66946	15886	1	0.10201	0.4292	0.80146	1	11134	2	0.10201
OR10H5	6	0.9833	0.90733	0.935063	19944	0	0.26006	0.0053868	0.067511	1	568	4	0.26006
OR10J1	6	0.86813	0.59715	0.72139	17053	1	-0.042548	0.83503	0.95179	1	16546	1	-0.042548
OR10J3	6	0.39679	0.18921	0.372852	10369	2	-0.0005172	0.26759	0.70656	1	8631	2	-0.0005172
OR10J5	6	0.23247	0.090483	0.250766	7433	3	-0.12838	0.90057	0.97874	1	17918	0	-0.12838
OR10K1	6	0.78316	0.49106	0.649647	15586	1	-0.037089	0.67415	0.91075	1	14421	1	-0.037089
OR10K2	6	0.96551	0.83203	0.881168	19448	0	0.079978	0.49564	0.84586	1	12265	2	0.079978
OR10P1	6	0.15339	0.048897	0.17876	5603	2	0.074583	0.84941	0.95788	1	16833	1	0.074583
OR10Q1	6	0.69676	0.40866	0.577928	14537	1	0.18506	0.033384	0.22815	1	2056	4	0.18506
OR10R2	6	0.83782	0.54403	0.683104	16453	1	-0.01419	0.037886	0.25218	1	2249	2	-0.01419
OR10S1	6	0.55237	0.31124	0.494851	12847	2	-0.067831	0.54775	0.88179	1	13135	2	-0.067831
OR10T2	6	0.41997	0.20571	0.393747	10728	1	0.18014	0.18176	0.58744	1	6676	2	0.18014
OR10V1	6	0.24519	0.10335	0.27011	7741	2	-0.12636	0.84542	0.95719	1	16753	1	-0.12636
OR10W1	6	0.65934	0.37453	0.544234	14162	1	0.12022	0.058744	0.34752	1	3199	3	0.12022
OR10X1	6	0.98025	0.8979	0.930538	19844	0	0.10536	0.14421	0.52665	1	5657	2	0.10536
OR10Z1	6	0.47615	0.24229	0.425315	11618	1	0.099133	0.12523	0.49947	1	5149	2	0.099133
OR11A1	6	0.50484	0.26341	0.444663	12064	2	0.023961	0.32425	0.73845	1	9549	2	0.023961
OR11G2	6	0.97889	0.89234	0.926591	19810	0	0.088032	0.11163	0.47131	1	4778	2	0.088032
OR11H1	5	0.93464	0.75682	0.829476	18639	0	0.31737	0.021965	0.16478	1	1500	3	0.31737
OR11H12	5	0.95606	0.84054	0.887301	19197	0	0.23574	0.056048	0.28508	1	3078	3	0.23574
OR11H2	6	0.018009	0.0020011	0.024796	1624	3	-0.40291	0.52348	0.86426	1	12727	2	-0.40291
OR11H4	6	0.96947	0.85374	0.899065	19556	0	0.20935	0.20686	0.63054	1	7340	3	0.20935
OR11H6	6	0.10999	0.027743	0.126017	4568	3	-0.15496	0.81976	0.94692	1	16310	1	-0.15496
OR11L1	6	0.31895	0.13999	0.315631	9110	2	-0.077065	0.28135	0.71361	1	8866	1	-0.077065
OR12D2	6	0.54668	0.30687	0.492718	12748	1	-0.013645	0.27281	0.70997	1	8716	2	-0.013645
OR12D3	6	0.99164	0.94541	0.961525	20207	0	0.10541	0.43714	0.8089	1	11276	2	0.10541
OR13A1	6	0.28309	0.12501	0.298336	8523	2	-0.01372	0.41588	0.79212	1	10932	2	-0.01372
OR13C2	6	0.84827	0.55721	0.691309	16665	1	0.1425	0.027608	0.19927	1	1772	4	0.1425
OR13C3	6	0.57462	0.3319	0.513589	13243	2	0.14383	0.069333	0.37843	1	3597	3	0.14383
OR13C4	6	0.0045867	0.00021822	0.004956	901	4	-0.49077	0.62527	0.89738	1	13898	1	-0.49077
OR13C5	6	0.21701	0.081399	0.235779	7071	3	-0.016301	0.19216	0.60631	1	6942	2	-0.016301
OR13C8	6	0.60707	0.3508	0.522862	13702	1	0.014138	0.33524	0.74674	1	9705	2	0.014138
OR13C9	6	0.53532	0.29339	0.478214	12565	2	-0.018191	0.27147	0.70768	1	8699	2	-0.018191
OR13D1	6	0.96994	0.85728	0.901726	19565	0	0.28664	0.012645	0.12803	1	1033	4	0.28664
OR13F1	6	0.52325	0.27998	0.463196	12354	1	-0.097624	0.97539	0.99749	1	19598	0	-0.097624
OR13G1	6	0.12011	0.033907	0.144821	4797	2	-0.0087588	0.073316	0.38882	1	3709	2	-0.0087588
OR13H1	6	0.12859	0.035841	0.147585	5003	2	0.22122	0.17291	0.57267	1	6444	3	0.22122
OR13J1	6	0.94745	0.76985	0.836423	18979	0	0.056101	0.16974	0.5695	1	6349	2	0.056101
OR14A16	6	0.45014	0.22284	0.407298	11202	2	0.015676	0.062421	0.36085	1	3359	2	0.015676
OR14C36	6	0.0080629	0.00049503	0.008823	1156	5	-0.30958	0.8987	0.9778	1	17877	0	-0.30958
OR14I1	6	0.46747	0.23944	0.423869	11468	1	-0.00078609	0.15587	0.54838	1	5953	2	-0.00078609
OR14J1	6	0.87925	0.61033	0.730269	17286	1	-0.0011617	0.54588	0.87965	1	13103	1	-0.0011617
OR1A1	6	0.41198	0.20571	0.393747	10598	2	0.021162	0.17452	0.57582	1	6475	3	0.021162
OR1A2	6	0.45143	0.22284	0.407298	11224	2	-0.054997	0.21745	0.64593	1	7610	3	-0.054997
OR1B1	6	0.18978	0.063271	0.202372	6451	3	-0.019918	0.20833	0.63169	1	7383	2	-0.019918
OR1C1	6	0.93627	0.74611	0.823127	18672	0	0.066619	0.30484	0.73	1	9241	2	0.066619
OR1D2	6	0.014325	0.0011335	0.01565	1504	4	-0.33825	0.97853	0.99777	1	19674	0	-0.33825
OR1D5	6	0.83816	0.54403	0.683104	16457	1	0.10193	0.51527	0.85862	1	12573	2	0.10193
OR1E1	6	0.32357	0.14101	0.316267	9183	1	0.13244	0.091014	0.41868	1	4221	3	0.13244
OR1E2	6	0.86387	0.59186	0.72077	16973	1	0.010443	0.43244	0.80456	1	11192	2	0.010443
OR1F1	6	0.47058	0.23944	0.423869	11523	2	-0.049946	0.13738	0.51673	1	5467	2	-0.049946
OR1G1	6	0.45737	0.22748	0.411883	11307	1	-0.015457	0.36694	0.76346	1	10173	1	-0.015457
OR1I1	6	0.56207	0.32869	0.512245	13015	2	-0.020761	0.21863	0.64809	1	7633	2	-0.020761
OR1J1	6	0.32823	0.1431	0.319597	9263	2	-0.036882	0.33399	0.74674	1	9679	2	-0.036882
OR1J2	6	0.070874	0.011912	0.068644	3599	2	-0.098795	0.39999	0.78145	1	10694	1	-0.098795
OR1J4	6	0.34485	0.15811	0.341633	9535	1	0.079072	0.45154	0.82004	1	11537	1	0.079072
OR1K1	6	0.18602	0.057661	0.187614	6360	1	0.14271	0.066705	0.37716	1	3518	3	0.14271
OR1L1	6	0.89497	0.64424	0.752172	17666	0	0.03737	0.52478	0.86623	1	12753	2	0.03737
OR1L3	6	0.8531	0.57055	0.704134	16762	1	0.083693	0.174	0.57582	1	6466	3	0.083693
OR1L4	6	0.24392	0.10277	0.27011	7705	3	-0.11235	0.45436	0.82257	1	11590	1	-0.11235
OR1L6	6	0.98068	0.8997	0.931274	19860	0	0.19332	0.025174	0.18872	1	1651	4	0.19332
OR1L8	6	0.3483	0.16058	0.342425	9589	1	-0.063544	0.078391	0.39601	1	3849	2	-0.063544
OR1M1	6	0.36402	0.16543	0.342425	9842	2	0.062804	0.053048	0.32377	1	2934	2	0.062804
OR1N1	6	0.36608	0.16543	0.342425	9880	2	-0.10101	0.94349	0.99176	1	18825	0	-0.10101
OR1N2	6	0.04353	0.0058682	0.046126	2627	3	-0.27529	0.96293	0.99524	1	19299	0	-0.27529
OR1Q1	6	0.58222	0.3378	0.516169	13379	2	-0.10961	0.86634	0.96543	1	17180	1	-0.10961
OR1S1	6	0.18795	0.058384	0.189305	6408	3	-0.12262	0.95764	0.99452	1	19174	0	-0.12262
OR1S2	6	0.32408	0.14101	0.316267	9198	2	0.084953	0.072645	0.38882	1	3694	3	0.084953
OR2A1	2	0.85457	0.69604	0.78861	16787	0	0.49086	0.093423	0.27738	1	4286	1	0.49086
OR2A12	6	0.42073	0.20699	0.393747	10746	2	-0.019255	0.10846	0.46353	1	4686	2	-0.019255
OR2A14	6	0.88528	0.62092	0.736201	17439	1	-0.05653	0.46743	0.82777	1	11813	2	-0.05653
OR2A2	6	0.37895	0.17504	0.353506	10074	2	-0.10751	0.95545	0.99396	1	19135	0	-0.10751
OR2A25	6	0.16798	0.052764	0.184049	5927	3	-0.17993	0.48935	0.84179	1	12171	1	-0.17993
OR2A4	2	0.082878	0.031746	0.142214	3914	2	-0.91311	0.91521	0.9791	1	18239	0	-0.91311
OR2A42	2	0.30755	0.12315	0.29802	8935	1	-0.18236	0.9001	0.97383	1	17906	0	-0.18236
OR2A5	6	0.73623	0.46183	0.632667	14989	1	0.02674	0.59354	0.89188	1	13627	1	0.02674
OR2A7	2	0.36264	0.17934	0.361296	9822	1	-0.25127	0.7309	0.87347	1	15070	0	-0.25127
OR2AE1	6	0.011235	0.00086394	0.013081	1373	4	-0.31043	0.29469	0.72094	1	9085	1	-0.31043
OR2AG1	6	0.86257	0.59186	0.72077	16942	1	0.089669	0.06368	0.3688	1	3422	3	0.089669
OR2AG2	6	0.090717	0.022553	0.113742	4100	3	-0.17637	0.72496	0.92108	1	14992	1	-0.17637
OR2AK2	6	0.98507	0.91605	0.941782	19997	0	0.090602	0.051815	0.31786	1	2884	1	0.090602
OR2AP1	6	0.43052	0.20965	0.395577	10890	2	-0.0069317	0.75192	0.92713	1	15347	1	-0.0069317
OR2AT4	6	0.23886	0.097188	0.262543	7590	3	-0.1195	0.96327	0.9953	1	19308	0	-0.1195
OR2B11	6	0.047858	0.0062473	0.046472	2775	3	-0.14823	0.76579	0.92917	1	15516	1	-0.14823
OR2B2	6	0.47074	0.23944	0.423869	11525	1	0.14337	0.010291	0.11437	1	906	3	0.14337
OR2B3	6	0.97	0.85728	0.901726	19568	0	0.078527	0.11823	0.48401	1	4964	3	0.078527
OR2B6	6	0.95008	0.77517	0.839709	19041	0	0.12637	0.22487	0.65889	1	7821	3	0.12637
OR2C1	6	0.86605	0.59454	0.72139	17011	1	0.018426	0.17379	0.57517	1	6463	2	0.018426
OR2C3	6	0.2887	0.12583	0.298336	8623	2	-0.072828	0.96889	0.99632	1	19441	0	-0.072828
OR2D2	6	0.28523	0.12501	0.298336	8559	2	-0.038661	0.16706	0.56661	1	6268	2	-0.038661
OR2D3	6	0.18745	0.058383	0.189305	6395	2	0.018281	0.01436	0.13364	1	1123	3	0.018281
OR2F1	6	0.93849	0.75181	0.825472	18746	0	0.17102	0.015548	0.13846	1	1188	3	0.17102
OR2F2	6	0.50297	0.26195	0.444663	12037	2	-0.07082	0.59156	0.89154	1	13612	1	-0.07082
OR2G2	6	0.79838	0.50431	0.658525	15810	1	0.073877	0.53072	0.8696	1	12845	2	0.073877
OR2G3	6	0.84807	0.55721	0.691309	16663	1	0.19515	0.028585	0.20363	1	1825	4	0.19515
OR2G6	6	0.1212	0.034425	0.146322	4821	3	-0.11497	0.59704	0.89188	1	13661	1	-0.11497
OR2H1	6	0.28361	0.12501	0.298336	8532	2	-0.03551	0.1288	0.50626	1	5240	2	-0.03551
OR2H2	6	0.37212	0.16543	0.342425	9967	2	-0.087142	0.17345	0.57359	1	6455	1	-0.087142
OR2J2	6	0.79433	0.50165	0.656224	15738	1	-0.21349	0.23779	0.67776	1	8163	2	-0.21349
OR2J3	6	0.65553	0.36791	0.535872	14132	1	0.19782	0.053654	0.32415	1	2969	3	0.19782
OR2K2	6	0.55078	0.31124	0.494851	12818	2	0.0031497	0.087843	0.41312	1	4130	1	0.0031497
OR2L13	6	0.60707	0.3508	0.522862	13703	1	0.11982	0.42367	0.79892	1	11053	2	0.11982
OR2L2	6	0.16693	0.051958	0.181699	5908	2	0.013086	0.1133	0.47276	1	4825	2	0.013086
OR2L3	6	0.24472	0.10335	0.27011	7727	2	-0.040972	0.87047	0.96675	1	17273	1	-0.040972
OR2L5	6	0.24944	0.10336	0.27011	7848	3	-0.0265	0.36151	0.76209	1	10097	2	-0.0265
OR2L8	6	0.87727	0.61033	0.730269	17246	1	0.1412	0.099157	0.4438	1	4444	3	0.1412
OR2M2	6	0.83255	0.53878	0.681646	16349	1	0.059273	0.12551	0.50022	1	5155	3	0.059273
OR2M3	6	0.38112	0.17504	0.353506	10106	1	-0.05539	0.63786	0.90014	1	14025	1	-0.05539
OR2M4	6	0.31634	0.13801	0.314525	9070	2	-0.033583	0.96097	0.99482	1	19259	0	-0.033583
OR2M5	6	0.38179	0.17504	0.353506	10116	2	0.011543	0.86943	0.96641	1	17245	1	0.011543
OR2M7	6	0.32408	0.14101	0.316267	9199	2	-0.081558	0.98989	0.99919	1	19984	0	-0.081558
OR2S2	6	0.36506	0.16543	0.342425	9865	2	-0.16273	0.71919	0.91972	1	14926	1	-0.16273
OR2T1	6	0.50636	0.26341	0.444663	12091	2	-0.080914	0.84122	0.95449	1	16664	1	-0.080914
OR2T10	6	0.025566	0.0030032	0.032169	1914	4	-0.22201	0.60727	0.8939	1	13745	1	-0.22201
OR2T11	6	0.062255	0.0093442	0.059121	3285	4	-0.27156	0.79603	0.93864	1	15928	1	-0.27156
OR2T12	6	0.072473	0.012221	0.069564	3658	3	-0.15277	0.33405	0.74674	1	9683	1	-0.15277
OR2T2	6	0.73623	0.46183	0.632667	14987	1	-0.049319	0.13069	0.50776	1	5298	1	-0.049319
OR2T27	6	0.72257	0.43261	0.600458	14833	1	-0.017904	0.81855	0.94656	1	16295	1	-0.017904
OR2T29	4	0.17924	0.073614	0.229554	6197	2	-0.16871	0.98718	0.99895	1	19904	0	-0.16871
OR2T3	6	0.51706	0.2663	0.446169	12256	1	-0.054442	0.13078	0.50776	1	5302	2	-0.054442
OR2T33	6	0.030133	0.003797	0.037038	2110	4	-0.23441	0.54258	0.87717	1	13042	2	-0.23441
OR2T34	6	0.92741	0.72429	0.809013	18471	0	0.0059956	0.88544	0.97234	1	17587	0	0.0059956
OR2T35	6	0.73862	0.46719	0.637049	15016	1	0.053553	0.84932	0.95788	1	16829	1	0.053553
OR2T4	6	0.28525	0.12501	0.298336	8562	1	0.10844	0.26072	0.6989	1	8542	1	0.10844
OR2T5	4	0.34407	0.17162	0.353506	9523	2	-0.15057	0.24254	0.58015	1	8258	1	-0.15057
OR2T6	6	0.3574	0.16543	0.342425	9734	1	0.060431	0.080109	0.39735	1	3901	1	0.060431
OR2T8	6	0.012784	0.001012	0.014476	1439	4	-0.22227	0.25514	0.69621	1	8445	1	-0.22227
OR2V1	6	0.0084408	0.00061366	0.010695	1183	4	-0.3229	0.76915	0.92951	1	15562	1	-0.3229
OR2V2	6	0.003697	0.00017867	0.00441	818	5	-0.38625	0.99581	0.99987	1	20205	0	-0.38625
OR2W1	4	0.98197	0.9182	0.943716	19901	0	0.1747	0.23653	0.56846	1	8128	2	0.1747
OR2W3	6	0.079168	0.019646	0.105176	3828	2	-0.028166	0.12538	0.49947	1	5152	3	-0.028166
OR2Y1	6	0.78194	0.49106	0.649647	15570	1	0.08549	0.28292	0.7139	1	8887	2	0.08549
OR2Z1	6	0.49971	0.25738	0.441095	11971	1	0.12617	0.22077	0.64977	1	7708	3	0.12617
OR3A1	6	0.50539	0.26341	0.444663	12074	2	0.043174	0.3075	0.73251	1	9297	1	0.043174
OR3A2	6	0.44166	0.21822	0.403261	11052	2	-0.016146	0.46275	0.82486	1	11733	1	-0.016146
OR3A3	6	0.57599	0.33347	0.513887	13267	1	0.068216	0.14039	0.51968	1	5550	2	0.068216
OR4A15	6	0.49206	0.25145	0.433206	11866	2	-0.020295	0.86077	0.96235	1	17067	1	-0.020295
OR4A16	6	0.22595	0.087951	0.249341	7277	3	-0.076595	0.10293	0.45459	1	4554	2	-0.076595
OR4A47	6	0.23741	0.095881	0.260492	7556	3	-0.17983	0.75244	0.92713	1	15354	1	-0.17983
OR4A5	6	0.7804	0.4884	0.647844	15544	1	0.0025965	0.0051573	0.06527	1	551	2	0.0025965
OR4B1	6	0.10506	0.02681	0.124616	4439	3	-0.099081	0.058256	0.34546	1	3170	2	-0.099081
OR4C11	6	0.44727	0.2196	0.404427	11146	2	0.10734	0.73556	0.92345	1	15134	1	0.10734
OR4C12	6	0.51172	0.26486	0.445173	12181	2	-0.084444	0.75201	0.92713	1	15349	1	-0.084444
OR4C13	6	0.70322	0.41397	0.581906	14608	1	0.045692	0.95093	0.99273	1	19014	0	0.045692
OR4C15	6	0.61446	0.35343	0.522862	13773	1	-0.06788	0.44352	0.8156	1	11391	2	-0.06788
OR4C16	6	0.45128	0.22284	0.407298	11222	1	0.073555	0.21863	0.64809	1	7632	2	0.073555
OR4C3	6	0.0025939	0.0001126	0.003307	704	2	0.06996	0.13426	0.51293	1	5393	3	0.06996
OR4C45	6	0.46022	0.23213	0.418543	11363	2	0.16548	0.055138	0.33044	1	3038	4	0.16548
OR4C46	6	0.77763	0.48572	0.645081	15506	1	0.10639	0.025711	0.19258	1	1684	3	0.10639
OR4C6	6	0.83537	0.54141	0.682742	16408	1	0.011647	0.22206	0.64977	1	7746	1	0.011647
OR4D1	6	0.16917	0.053439	0.185581	5951	3	-0.1129	0.71504	0.91938	1	14870	1	-0.1129
OR4D10	6	0.84515	0.5546	0.689506	16605	1	0.18299	0.034301	0.23469	1	2090	4	0.18299
OR4D11	6	0.05874	0.0085852	0.056048	3167	2	0.020276	0.15396	0.54482	1	5903	3	0.020276
OR4D2	6	0.065429	0.010058	0.06159	3401	3	-0.22134	0.30696	0.73251	1	9282	1	-0.22134
OR4D5	6	0.68415	0.39815	0.566681	14411	1	-0.093496	0.74918	0.92713	1	15310	1	-0.093496
OR4D6	6	0.93751	0.7499	0.825472	18709	0	0.16916	0.041629	0.26473	1	2424	2	0.16916
OR4D9	6	0.31346	0.13701	0.312824	9034	2	0.013176	0.51615	0.86003	1	12590	1	0.013176
OR4E2	6	0.42373	0.20699	0.393747	10784	2	0.11745	0.16883	0.56726	1	6324	3	0.11745
OR4F15	6	0.2877	0.12583	0.298336	8602	2	-0.15186	0.053622	0.32415	1	2967	1	-0.15186
OR4F5	4	0.8104	0.5455	0.684915	15991	0	-0.054111	0.84164	0.95383	1	16677	0	-0.054111
OR4F6	6	0.17278	0.055917	0.187495	6031	3	-0.13071	0.80614	0.9424	1	16094	1	-0.13071
OR4K1	6	0.70805	0.41929	0.587169	14663	1	0.21665	0.12018	0.48945	1	5016	3	0.21665
OR4K13	6	0.55088	0.31124	0.494851	12824	1	0.010368	0.80786	0.9433	1	16115	1	0.010368
OR4K14	6	0.13905	0.043457	0.168751	5249	2	0.040109	0.14369	0.52665	1	5639	2	0.040109
OR4K15	6	0.59597	0.3508	0.522862	13614	1	0.24591	0.016519	0.14539	1	1243	4	0.24591
OR4K17	6	0.90522	0.6665	0.768308	17903	0	0.02625	0.26516	0.70435	1	8597	1	0.02625
OR4K2	6	0.26104	0.10944	0.274691	8155	2	0.0095849	0.48282	0.83888	1	12063	1	0.0095849
OR4K5	6	0.45814	0.22748	0.411883	11323	2	0.060118	0.071895	0.38621	1	3674	2	0.060118
OR4L1	6	0.99025	0.93709	0.955185	20161	0	0.084355	0.23106	0.66944	1	7976	2	0.084355
OR4M1	6	0.98985	0.93404	0.952831	20149	0	0.33505	0.00081546	0.017249	1	190	5	0.33505
OR4M2	6	0.19128	0.063715	0.203472	6485	2	-0.18969	0.86459	0.96475	1	17139	1	-0.18969
OR4N2	6	0.99691	0.97166	0.979393	20384	0	0.24469	0.0068271	0.085923	1	657	5	0.24469
OR4N4	6	0.14456	0.044162	0.168751	5397	3	-0.23353	0.98512	0.99877	1	19854	0	-0.23353
OR4N5	6	0.82238	0.53076	0.678087	16181	1	0.10329	0.13287	0.50993	1	5354	3	0.10329
OR4P4	6	0.84382	0.5546	0.689506	16579	1	0.17141	0.06059	0.3546	1	3288	4	0.17141
OR4Q3	6	0.93809	0.75181	0.825472	18732	0	0.15081	0.11001	0.46565	1	4735	3	0.15081
OR4S1	6	0.0097348	0.00073856	0.01191	1277	4	-0.5752	0.98585	0.9988	1	19870	0	-0.5752
OR4S2	6	0.43622	0.21496	0.401292	10976	1	0.074689	0.48179	0.83888	1	12042	1	0.074689
OR4X1	6	0.008041	0.00047381	0.008481	1155	3	-0.23216	0.92699	0.98764	1	18480	0	-0.23216
OR4X2	6	0.031581	0.0041287	0.038413	2179	4	-0.25931	0.89636	0.9778	1	17821	0	-0.25931
OR51A2	6	0.90113	0.6665	0.768308	17816	0	-0.0142	0.025664	0.19258	1	1681	1	-0.0142
OR51A4	6	0.7099	0.41929	0.587169	14683	1	-0.025482	0.42123	0.79643	1	11009	1	-0.025482
OR51A7	6	0.87913	0.61033	0.730269	17285	1	0.023323	0.011443	0.12185	1	965	2	0.023323
OR51B2	6	0.091294	0.022553	0.113742	4115	2	-0.0114	0.045471	0.29419	1	2601	2	-0.0114
OR51B4	6	0.077213	0.019268	0.10482	3782	3	-0.13109	0.89654	0.9778	1	17826	0	-0.13109
OR51B5	6	0.013239	0.0010308	0.014656	1459	3	-0.28035	0.22183	0.64977	1	7736	1	-0.28035
OR51B6	6	0.16081	0.050539	0.18063	5764	2	-0.011512	0.13351	0.51218	1	5372	2	-0.011512
OR51D1	6	0.2486	0.10336	0.27011	7828	3	-0.11712	0.94872	0.99273	1	18967	0	-0.11712
OR51E1	6	0.0433	0.0058677	0.046126	2613	4	-0.26986	0.96313	0.9953	1	19302	0	-0.26986
OR51E2	6	0.76041	0.4725	0.637049	15274	1	0.12789	0.2091	0.63386	1	7399	3	0.12789
OR51F1	6	0.14739	0.045059	0.170559	5467	2	0.089704	0.11919	0.48801	1	4986	2	0.089704
OR51F2	6	0.058772	0.0085852	0.056048	3170	3	-0.19382	0.90212	0.97925	1	17943	0	-0.19382
OR51G1	6	0.30587	0.1342	0.310179	8903	1	0.16901	0.18421	0.59097	1	6743	3	0.16901
OR51G2	6	0.16218	0.050931	0.18063	5791	3	-0.173	0.97284	0.99681	1	19527	0	-0.173
OR51I1	6	0.37249	0.16543	0.342425	9971	2	0.084982	0.29862	0.72264	1	9153	2	0.084982
OR51I2	6	0.18089	0.056771	0.187495	6243	2	0.10618	0.15875	0.56013	1	6030	3	0.10618
OR51L1	6	0.2582	0.10882	0.274691	8087	3	-0.1825	0.2438	0.68411	1	8281	1	-0.1825
OR51M1	6	0.57148	0.33031	0.512245	13185	2	0.15646	0.047095	0.29984	1	2673	4	0.15646
OR51Q1	6	0.19612	0.071265	0.222565	6595	2	0.05196	0.040568	0.26054	1	2373	3	0.05196
OR51S1	6	0.24066	0.0978	0.262543	7635	2	-0.051299	0.46368	0.82539	1	11747	1	-0.051299
OR51T1	6	0.76383	0.47513	0.639073	15319	1	0.041617	0.16064	0.56347	1	6084	3	0.041617
OR51V1	6	0.75378	0.4725	0.637049	15194	1	0.15633	0.077022	0.39268	1	3812	3	0.15633
OR52A1	6	0.99123	0.94281	0.95954	20196	0	0.13692	0.31197	0.73527	1	9363	2	0.13692
OR52A5	6	0.53549	0.29339	0.478214	12566	2	0.055938	0.45629	0.82258	1	11627	2	0.055938
OR52B2	6	0.010958	0.00085333	0.013081	1349	3	-0.20623	0.96965	0.99632	1	19460	0	-0.20623
OR52B4	6	0.50275	0.26195	0.444663	12034	2	0.028321	0.10621	0.46174	1	4630	1	0.028321
OR52B6	6	0.4046	0.19509	0.381658	10490	1	0.32212	0.0069594	0.087809	1	669	5	0.32212
OR52D1	6	0.59062	0.3508	0.522862	13549	1	-0.051778	0.19283	0.60631	1	6962	1	-0.051778
OR52E2	6	0.67071	0.38504	0.553129	14286	1	0.09598	0.013338	0.13124	1	1075	3	0.09598
OR52E4	6	0.85411	0.57854	0.711051	16781	1	0.03076	0.53251	0.8703	1	12877	2	0.03076
OR52E6	6	0.4934	0.25145	0.433206	11889	2	-0.039168	0.5537	0.8825	1	13227	2	-0.039168
OR52E8	6	0.4877	0.24685	0.428586	11790	2	-0.014211	0.18899	0.5989	1	6866	1	-0.014211
OR52H1	6	0.57369	0.3319	0.513589	13229	2	-0.12626	0.83503	0.95179	1	16547	1	-0.12626
OR52I1	6	0.41075	0.20571	0.393747	10584	2	-0.029357	0.53752	0.87209	1	12958	2	-0.029357
OR52I2	6	0.43622	0.21496	0.401292	10973	2	-0.022196	0.88189	0.97112	1	17527	0	-0.022196
OR52J3	6	0.97247	0.8743	0.914804	19637	0	0.032719	0.3326	0.74538	1	9665	2	0.032719
