id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna
Spag4	4	0.32951	0.54565	0.997156	11060	2	0.67655	0.67651	1	13775	0
Tex12	4	0.32951	0.54565	0.997156	11061	2	0.5507	0.55017	1	11157	0
Ctsc	4	0.32951	0.54565	0.997156	11062	2	0.018124	0.034277	0.972836	675	2
Chga	4	0.32951	0.54565	0.997156	11063	2	0.1352	0.15022	0.994909	3108	1
Kcnc2	4	0.32951	0.54565	0.997156	11064	2	0.29257	0.29225	1	5990	1
Kdelr2	4	0.32951	0.54565	0.997156	11065	2	0.60245	0.60223	1	12267	0
Shank3	4	0.32951	0.54565	0.997156	11066	2	0.21108	0.21602	1	4430	1
Olfr94	4	0.32951	0.54565	0.997156	11067	2	0.81101	0.81087	1	16605	0
Ankrd34a	4	0.32951	0.54565	0.997156	11068	2	0.043107	0.075969	0.972836	1568	1
Gm136	4	0.32951	0.54565	0.997156	11069	2	0.15523	0.16717	0.998265	3447	1
Lrrc20	4	0.32951	0.54565	0.997156	11070	2	0.60192	0.6017	1	12250	0
5430421N21Rik	4	0.32951	0.54565	0.997156	11071	2	0.60384	0.60363	1	12297	0
Acpp	4	0.32951	0.54565	0.997156	11072	2	0.54024	0.53978	1	10931	0
Ryk	4	0.32951	0.54565	0.997156	11073	2	0.4125	0.41221	1	8377	0
Fam149b	4	0.32951	0.54565	0.997156	11074	2	0.011118	0.02221	0.972836	435	1
Ltbp4	4	0.32951	0.54565	0.997156	11075	2	0.1882	0.19574	1	4024	1
Zfp810	4	0.32951	0.54565	0.997156	11076	2	0.038123	0.067943	0.972836	1393	2
Pcdhgb5	4	0.32951	0.54565	0.997156	11077	2	0.60548	0.60528	1	12327	0
Plekho1	4	0.32951	0.54565	0.997156	11078	2	0.24339	0.24552	1	5029	1
Uhrf1	4	0.32951	0.54565	0.997156	11079	2	0.76927	0.76914	1	15696	0
Olfr1181	4	0.32951	0.54565	0.997156	11080	2	0.32239	0.32184	1	6578	0
Sun3	4	0.32951	0.54565	0.997156	11081	2	0.1588	0.17023	0.998265	3513	1
Abca9	4	0.32951	0.54565	0.997156	11082	2	0.66915	0.6691	1	13639	0
Chd4	4	0.32951	0.54565	0.997156	11083	2	0.76352	0.76334	1	15606	0
Gtf2f1	4	0.32985	0.5459	0.997156	11084	2	0.86897	0.86877	1	17825	0
Kcnc1	4	0.32985	0.5459	0.997156	11085	2	0.78775	0.78759	1	16091	0
SGR000121493.1_XPR003.1	1	0.33048	0.33068	0.988897	11086	1	0.66952	0.66959	1	13647	0
Elk3	4	0.332	0.54742	0.997156	11087	2	0.41549	0.41519	1	8442	0
4930447C04Rik	4	0.332	0.54742	0.997156	11088	2	0.87045	0.87025	1	17855	0
Lypd1	4	0.332	0.54742	0.997156	11089	2	0.64534	0.64523	1	13147	0
Oca2	4	0.332	0.54742	0.997156	11090	1	0.33221	0.33164	1	6766	0
Ubac1	4	0.332	0.54742	0.997156	11091	2	0.59035	0.59009	1	11993	0
Myo1g	4	0.332	0.54742	0.997156	11092	1	0.14348	0.15722	0.995363	3249	1
Atpaf1	4	0.332	0.54742	0.997156	11093	2	0.79254	0.79239	1	16203	0
Gucy1a3	4	0.332	0.54742	0.997156	11094	1	0.16288	0.17365	0.999023	3583	1
Pnpla8	4	0.332	0.54742	0.997156	11095	2	0.19066	0.19789	1	4069	1
Ahcy	4	0.332	0.54742	0.997156	11096	2	0.80479	0.80464	1	16466	0
Gm6592	4	0.332	0.54742	0.997156	11097	2	0.44585	0.44556	1	9068	0
D16Ertd472e	4	0.332	0.54742	0.997156	11098	2	0.78103	0.78084	1	15935	0
Pdrg1	4	0.332	0.54742	0.997156	11099	2	0.74985	0.7497	1	15330	0
Mafb	4	0.332	0.54742	0.997156	11100	2	0.55837	0.55782	1	11319	0
0610040J01Rik	4	0.332	0.54742	0.997156	11101	2	0.55625	0.55571	1	11279	0
BC021785	4	0.332	0.54742	0.997156	11102	2	0.073357	0.099792	0.986944	2052	1
Il17f	4	0.332	0.54742	0.997156	11103	1	0.45536	0.45506	1	9263	0
4933411K16Rik	4	0.332	0.54742	0.997156	11104	2	0.82704	0.82692	1	16953	0
Syce1l	4	0.332	0.54742	0.997156	11105	2	0.5715	0.571	1	11585	0
Matk	4	0.332	0.54742	0.997156	11106	2	0.64809	0.64802	1	13202	0
Toporsl	4	0.332	0.54742	0.997156	11107	2	0.48883	0.48845	1	9917	0
Kdm5d	4	0.332	0.54742	0.997156	11108	2	0.025548	0.046799	0.972836	964	1
Kcnh6	4	0.332	0.54742	0.997156	11109	2	0.78513	0.78499	1	16034	0
Otop1	4	0.332	0.54742	0.997156	11110	2	0.58844	0.58818	1	11956	0
Nfkb1	4	0.332	0.54742	0.997156	11111	2	0.15488	0.16687	0.998265	3441	1
Kcnh5	4	0.332	0.54742	0.997156	11112	1	0.12109	0.13845	0.994266	2854	1
Pknox1	4	0.332	0.54742	0.997156	11113	2	0.52986	0.52941	1	10720	0
Prima1	4	0.332	0.54742	0.997156	11114	1	0.27383	0.27426	1	5613	1
Pggt1b	4	0.332	0.54742	0.997156	11115	2	0.87045	0.87025	1	17848	0
Fbrs	4	0.332	0.54742	0.997156	11116	1	0.030752	0.055552	0.972836	1140	1
Map2k5	4	0.332	0.54742	0.997156	11117	2	0.384	0.38349	1	7790	0
Atp5sl	4	0.332	0.54742	0.997156	11118	2	0.27355	0.27398	1	5609	1
SGR000122123.1_XPR003.1	1	0.33249	0.3326	0.988897	11119	1	0.66751	0.66757	1	13601	0
SGR000122302.1_XPR003.1	1	0.33249	0.3326	0.988897	11120	1	0.66751	0.66757	1	13604	0
SGR000121988.1_XPR003.1	1	0.33249	0.3326	0.988897	11121	1	0.66751	0.66757	1	13602	0
SGR000122133.1_XPR003.1	1	0.33249	0.3326	0.988897	11122	1	0.66751	0.66757	1	13603	0
Psme2	4	0.33467	0.54933	0.997156	11123	2	0.73689	0.73668	1	15045	0
Gm960	4	0.33545	0.5499	0.997156	11124	1	0.032545	0.058593	0.972836	1200	1
Olfr430	4	0.33592	0.55025	0.997156	11125	2	0.4506	0.45025	1	9167	0
Fthl17	4	0.33592	0.55025	0.997156	11126	2	0.78064	0.78043	1	15931	0
Fntb	4	0.33625	0.55049	0.997156	11127	2	0.89664	0.89655	1	18404	0
Wdr27	4	0.33625	0.55049	0.997156	11128	2	0.014933	0.02884	0.972836	569	2
Prmt2	4	0.33625	0.55049	0.997156	11129	2	0.017779	0.033699	0.972836	669	1
Olfr549	4	0.33625	0.55049	0.997156	11130	2	0.61412	0.61399	1	12512	0
Mef2b	4	0.33625	0.55049	0.997156	11131	2	0.10963	0.12901	0.994266	2660	1
Snrpb2	4	0.33625	0.55049	0.997156	11132	2	0.12883	0.14488	0.994909	2987	1
Pex12	4	0.33625	0.55049	0.997156	11133	2	0.57245	0.57193	1	11604	0
Olfr854	4	0.33625	0.55049	0.997156	11134	2	0.84007	0.83989	1	17203	0
Det1	4	0.33625	0.55049	0.997156	11135	2	0.73448	0.7343	1	14992	0
Mdp1	4	0.33625	0.55049	0.997156	11136	2	0.32609	0.32553	1	6640	0
Olfr1453	4	0.33625	0.55049	0.997156	11137	2	0.23554	0.23826	1	4872	1
Lctl	4	0.33625	0.55049	0.997156	11138	2	0.4029	0.4026	1	8189	0
Abca13	4	0.33625	0.55049	0.997156	11139	2	0.23301	0.23596	1	4824	1
Pde6g	4	0.33625	0.55049	0.997156	11140	2	0.026194	0.047863	0.972836	990	1
Atf2	4	0.33625	0.55049	0.997156	11141	2	0.25509	0.25651	1	5240	1
Gm9994	4	0.33625	0.55049	0.997156	11142	2	0.37888	0.37837	1	7693	0
Erbb2	4	0.33625	0.55049	0.997156	11143	2	0.13284	0.14821	0.994909	3062	1
Olfr488	4	0.33625	0.55049	0.997156	11144	2	0.60024	0.60002	1	12216	0
Mmp8	4	0.33625	0.55049	0.997156	11145	2	0.20355	0.20921	1	4291	1
Ankrd29	4	0.33625	0.55049	0.997156	11146	2	0.53591	0.53542	1	10846	0
Ucp2	4	0.33625	0.55049	0.997156	11147	2	0.68289	0.68285	1	13900	0
Upk3a	4	0.33625	0.55049	0.997156	11148	2	0.78264	0.78248	1	15985	0
Idh3a	4	0.33625	0.55049	0.997156	11149	2	0.42014	0.41978	1	8546	0
Scamp1	4	0.33625	0.55049	0.997156	11150	2	0.096333	0.11825	0.993488	2437	1
AF251705	4	0.33625	0.55049	0.997156	11151	2	0.53584	0.53535	1	10845	0
1190003K10Rik	4	0.33625	0.55049	0.997156	11152	2	0.68255	0.68251	1	13892	0
Lrrc45	4	0.33625	0.55049	0.997156	11153	2	0.38769	0.38719	1	7866	0
Tdpoz5	4	0.33625	0.55049	0.997156	11154	2	0.76204	0.76192	1	15576	0
Calca	4	0.33625	0.55049	0.997156	11155	2	0.48993	0.48954	1	9938	0
Syn3	4	0.33625	0.55049	0.997156	11156	2	0.35144	0.35088	1	7154	0
Tmem165	4	0.33625	0.55049	0.997156	11157	2	0.49495	0.49453	1	10040	0
Tpra1	4	0.33625	0.55049	0.997156	11158	2	0.8677	0.86749	1	17809	0
Eln	4	0.33625	0.55049	0.997156	11159	2	0.83047	0.83039	1	16989	0
Eif4ebp3	4	0.33625	0.55049	0.997156	11160	2	0.6851	0.68505	1	13947	0
Vmn1r231	4	0.33625	0.55049	0.997156	11161	2	0.35612	0.35558	1	7245	0
Fat2	4	0.33625	0.55049	0.997156	11162	2	0.37323	0.37271	1	7577	0
Ank3	4	0.33625	0.55049	0.997156	11163	2	0.50489	0.50441	1	10240	0
Tmem145	4	0.33625	0.55049	0.997156	11164	2	0.64352	0.64346	1	13115	0
P2ry14	4	0.33625	0.55049	0.997156	11165	2	0.6008	0.60058	1	12227	0
Olfr975	4	0.33625	0.55049	0.997156	11166	2	0.13579	0.15069	0.994909	3116	1
Krt26	4	0.33625	0.55049	0.997156	11167	2	0.57302	0.57254	1	11624	0
SGR000121797.1_XPR003.1	1	0.33681	0.337	0.988897	11168	1	0.66319	0.66324	1	13519	0
SGR000121977.1_XPR003.1	1	0.33681	0.337	0.988897	11169	1	0.66319	0.66324	1	13520	0
SGR000121804.1_XPR003.1	1	0.33681	0.337	0.988897	11170	1	0.66319	0.66324	1	13517	0
SGR000121699.1_XPR003.1	1	0.33681	0.337	0.988897	11171	1	0.66319	0.66324	1	13516	0
SGR000121700.1_XPR003.1	1	0.33681	0.337	0.988897	11172	1	0.66319	0.66324	1	13515	0
SGR000122344.1_XPR003.1	1	0.33681	0.337	0.988897	11173	1	0.66319	0.66324	1	13518	0
Esp6Esp5	4	0.3373	0.55122	0.997156	11174	1	0.3462	0.3456	1	7052	0
Apeh	4	0.3373	0.55122	0.997156	11175	1	0.5153	0.51479	1	10453	0
Hhip	4	0.3373	0.55122	0.997156	11176	2	0.38444	0.38394	1	7799	0
Cd320	4	0.3373	0.55122	0.997156	11177	1	0.21146	0.21637	1	4439	1
Ccl4	4	0.3373	0.55122	0.997156	11178	2	0.54871	0.54819	1	11120	0
Tmem208	4	0.3373	0.55122	0.997156	11179	2	0.7617	0.76155	1	15569	0
Cfdp1	4	0.3373	0.55122	0.997156	11180	2	0.33101	0.33046	1	6743	0
Ino80c	4	0.3373	0.55122	0.997156	11181	1	0.60324	0.60301	1	12286	0
Nudt5	4	0.3373	0.55122	0.997156	11182	2	0.17048	0.18023	1	3708	1
Whrn	4	0.3373	0.55122	0.997156	11183	2	0.5466	0.54605	1	11061	0
Eml3	4	0.3373	0.55122	0.997156	11184	2	0.48234	0.48201	1	9794	0
Gm813	4	0.3373	0.55122	0.997156	11185	2	0.15915	0.17052	0.998265	3520	1
Ndst4	4	0.3373	0.55122	0.997156	11186	1	0.26376	0.26464	1	5420	1
Hyal6	4	0.3373	0.55122	0.997156	11187	1	0.61823	0.61815	1	12590	0
Pccb	4	0.3373	0.55122	0.997156	11188	2	0.54588	0.54536	1	11046	0
Pex2	4	0.3373	0.55122	0.997156	11189	2	0.65883	0.65874	1	13432	0
Nek2	4	0.3373	0.55122	0.997156	11190	1	0.40324	0.40298	1	8195	0
Maneal	4	0.3373	0.55122	0.997156	11191	1	0.0016675	0.0046375	0.972836	89	3
Zfp819	4	0.3373	0.55122	0.997156	11192	2	0.76352	0.76334	1	15625	0
Tmem119	4	0.3373	0.55122	0.997156	11193	1	0.62319	0.62311	1	12688	0
Ctbp2	4	0.3373	0.55122	0.997156	11194	2	0.15175	0.16416	0.998265	3384	1
Phtf2	4	0.3373	0.55122	0.997156	11195	1	0.086485	0.11028	0.986944	2278	1
Ankhd1	4	0.3373	0.55122	0.997156	11196	1	0.43037	0.43002	1	8761	0
Ctrc	4	0.3373	0.55122	0.997156	11197	2	0.38776	0.38727	1	7868	0
Ndufa1	4	0.3373	0.55122	0.997156	11198	1	0.71497	0.71476	1	14587	0
Olfr699	4	0.3373	0.55122	0.997156	11199	1	0.039074	0.069502	0.972836	1426	2
Nlrp14	4	0.3373	0.55122	0.997156	11200	1	0.040145	0.071306	0.972836	1470	2
Qrfp	4	0.3373	0.55122	0.997156	11201	2	0.68109	0.68106	1	13864	0
Acp5	4	0.3373	0.55122	0.997156	11202	2	0.92101	0.92102	1	18918	0
Gm17252	4	0.3373	0.55122	0.997156	11203	2	0.099848	0.12105	0.993488	2489	1
Ubqlnl	4	0.3373	0.55122	0.997156	11204	1	0.52961	0.52915	1	10715	0
Gapdhs	4	0.3373	0.55122	0.997156	11205	2	0.80479	0.80464	1	16460	0
Msl1	4	0.3373	0.55122	0.997156	11206	2	0.8553	0.85508	1	17499	0
Mcur1	4	0.3373	0.55122	0.997156	11207	1	0.23566	0.23837	1	4875	1
Nfkb2	4	0.3373	0.55122	0.997156	11208	2	0.015323	0.029495	0.972836	587	2
Olfr222	4	0.3373	0.55122	0.997156	11209	1	0.30073	0.30028	1	6144	1
Cyb5r1	4	0.3373	0.55122	0.997156	11210	1	0.031148	0.056239	0.972836	1152	1
Sept-01	4	0.33959	0.55287	0.997156	11211	2	0.025377	0.04651	0.972836	959	2
Scn11a	4	0.33982	0.55305	0.997156	11212	2	0.80135	0.80122	1	16386	0
Pde6h	4	0.33992	0.55311	0.997156	11213	2	0.73111	0.73097	1	14908	0
Ovol1	4	0.33997	0.55315	0.997156	11214	1	0.005936	0.01313	0.972836	243	1
1700024G13Rik	4	0.3402	0.55331	0.997156	11215	1	0.56426	0.56382	1	11441	0
LOC100861615	4	0.3402	0.55331	0.997156	11216	1	0.62503	0.62495	1	12735	0
SGR000122153.1_XPR003.1	1	0.34109	0.34136	0.988897	11217	1	0.65891	0.65894	1	13434	0
SGR000121427.1_XPR003.1	1	0.34109	0.34136	0.988897	11218	1	0.65891	0.65894	1	13436	0
SGR000122332.1_XPR003.1	1	0.34109	0.34136	0.988897	11219	1	0.65891	0.65894	1	13435	0
Prodh	4	0.34189	0.55452	0.997156	11220	2	0.81771	0.81759	1	16768	0
Rnf115	4	0.34189	0.55452	0.997156	11221	2	0.48357	0.48324	1	9816	0
Mettl5	4	0.34234	0.55486	0.997156	11222	1	0.40525	0.40492	1	8236	0
Zfp791	4	0.34234	0.55486	0.997156	11223	2	0.5941	0.59385	1	12072	0
Lmo4	4	0.34234	0.55486	0.997156	11224	2	0.27168	0.27221	1	5569	1
Nudt3	4	0.34234	0.55486	0.997156	11225	2	0.65791	0.65782	1	13409	0
Camk2n2	4	0.34234	0.55486	0.997156	11226	2	0.66633	0.66627	1	13577	0
Prpsap2	4	0.34234	0.55486	0.997156	11227	2	0.012558	0.024649	0.972836	476	2
Olfr1510	4	0.34234	0.55486	0.997156	11228	2	0.14312	0.15691	0.995363	3243	1
Snx6	4	0.34234	0.55486	0.997156	11229	1	0.2568	0.25815	1	5276	1
Meaf6	4	0.34234	0.55486	0.997156	11230	2	0.86168	0.86141	1	17661	0
1700013F07Rik	4	0.34234	0.55486	0.997156	11231	2	0.029256	0.053007	0.972836	1087	2
Olfr1459	4	0.34234	0.55486	0.997156	11232	2	0.34051	0.3399	1	6925	0
Lce1k	4	0.34234	0.55486	0.997156	11233	2	0.55984	0.55929	1	11360	0
Serpina1e	4	0.34234	0.55486	0.997156	11234	2	0.8677	0.86749	1	17782	0
Cdh26	4	0.34234	0.55486	0.997156	11235	1	0.055198	0.085417	0.977076	1758	1
Pear1	4	0.34234	0.55486	0.997156	11236	2	0.37615	0.37559	1	7639	0
Cacna1e	4	0.34234	0.55486	0.997156	11237	2	0.037737	0.067316	0.972836	1376	2
Rnf2	4	0.34234	0.55486	0.997156	11238	2	0.62543	0.62537	1	12746	0
4930474N05Rik	4	0.34234	0.55486	0.997156	11239	1	0.27122	0.27176	1	5562	1
Il10ra	4	0.34234	0.55486	0.997156	11240	2	0.81101	0.81087	1	16591	0
Rxfp4	4	0.34234	0.55486	0.997156	11241	1	0.29588	0.29549	1	6058	1
Apbb3	4	0.34234	0.55486	0.997156	11242	2	0.85867	0.85839	1	17609	0
Pnmt	4	0.34234	0.55486	0.997156	11243	1	0.37312	0.3726	1	7575	0
Btla	4	0.34234	0.55486	0.997156	11244	1	0.24719	0.24908	1	5093	1
Lrrc10b	4	0.34234	0.55486	0.997156	11245	2	0.13061	0.14635	0.994909	3021	1
Sult2a7	4	0.34234	0.55486	0.997156	11246	2	0.042878	0.075771	0.972836	1561	2
1700013D24Rik	4	0.34234	0.55486	0.997156	11247	2	0.82398	0.82387	1	16893	0
Tmem160	4	0.34234	0.55486	0.997156	11248	1	0.0036657	0.0091694	0.972836	176	2
Gm6484	4	0.34234	0.55486	0.997156	11249	1	0.52851	0.52807	1	10696	0
Lmnb1	4	0.34234	0.55486	0.997156	11250	1	0.17399	0.18329	1	3772	1
Adgrl1	4	0.34234	0.55486	0.997156	11251	2	0.68033	0.6803	1	13841	0
Dppa5a	4	0.34234	0.55486	0.997156	11252	1	0.14014	0.15445	0.995199	3197	1
Josd2	4	0.34234	0.55486	0.997156	11253	2	0.68462	0.68455	1	13936	0
Opa1	4	0.34234	0.55486	0.997156	11254	2	0.88247	0.88239	1	18113	0
Sult5a1	4	0.34283	0.5552	0.997156	11255	2	0.19192	0.19901	1	4092	1
Sprr2k	4	0.34283	0.5552	0.997156	11256	2	0.83383	0.8337	1	17093	0
Ninl	4	0.34283	0.5552	0.997156	11257	2	0.92213	0.92218	1	18937	0
Slc24a1	4	0.34283	0.5552	0.997156	11258	2	0.45034	0.44999	1	9161	0
Fastkd1	4	0.34283	0.5552	0.997156	11259	2	0.10405	0.12446	0.994188	2560	1
Naaladl1	4	0.34283	0.5552	0.997156	11260	2	0.82263	0.8225	1	16840	0
Ip6k3	4	0.34283	0.5552	0.997156	11261	2	0.21573	0.22022	1	4513	1
Plcd1	4	0.34283	0.5552	0.997156	11262	2	0.20145	0.20738	1	4255	1
Actr1a	4	0.34283	0.5552	0.997156	11263	2	0.011067	0.022106	0.972836	431	1
Mettl20	4	0.34283	0.5552	0.997156	11264	2	0.0086006	0.017786	0.972836	339	2
Zmym4	4	0.34283	0.5552	0.997156	11265	2	0.43555	0.4352	1	8866	0
Snap91	4	0.34283	0.5552	0.997156	11266	2	0.3044	0.3039	1	6209	1
Dus2	4	0.34283	0.5552	0.997156	11267	2	0.2688	0.26939	1	5518	1
Tmem98	4	0.34283	0.5552	0.997156	11268	2	0.32235	0.32181	1	6577	0
Zfp616	4	0.34283	0.5552	0.997156	11269	2	0.83199	0.83191	1	17036	0
Trim27	4	0.34283	0.5552	0.997156	11270	2	0.8647	0.86452	1	17742	0
Slc22a15	4	0.34283	0.5552	0.997156	11271	2	0.52971	0.52925	1	10718	0
L3mbtl4	4	0.34283	0.5552	0.997156	11272	2	0.4465	0.44622	1	9080	0
Mrpl10	4	0.34283	0.5552	0.997156	11273	2	0.70355	0.70338	1	14338	0
Allc	4	0.34283	0.5552	0.997156	11274	2	0.3219	0.32136	1	6567	0
H2-M10.4	4	0.34283	0.5552	0.997156	11275	2	0.92213	0.92218	1	18953	0
Tead2	4	0.34283	0.5552	0.997156	11276	2	0.016829	0.032099	0.972836	635	1
Triqk	4	0.34283	0.5552	0.997156	11277	2	0.89405	0.89397	1	18327	0
Mpv17l	4	0.34283	0.5552	0.997156	11278	2	0.3438	0.34322	1	7004	0
Ppp2r2b	4	0.34283	0.5552	0.997156	11279	2	0.6286	0.62852	1	12820	0
Pcdhb20	4	0.34283	0.5552	0.997156	11280	2	0.7781	0.77786	1	15898	0
Tmem91	4	0.34283	0.5552	0.997156	11281	2	0.032235	0.05807	0.972836	1190	1
Ttc12	4	0.34283	0.5552	0.997156	11282	2	0.17828	0.18703	1	3855	1
Phpt1	4	0.34283	0.5552	0.997156	11283	2	0.15362	0.1658	0.998265	3417	1
Mageb16	4	0.34283	0.5552	0.997156	11284	2	0.11056	0.12976	0.994266	2672	1
Smok3b	4	0.34283	0.5552	0.997156	11285	2	0.16111	0.17214	0.998715	3551	1
Casz1	4	0.34283	0.5552	0.997156	11286	2	0.31281	0.31239	1	6379	1
Spcs3	4	0.34283	0.5552	0.997156	11287	2	0.76621	0.76603	1	15675	0
Cryga	4	0.34283	0.5552	0.997156	11288	2	0.66198	0.66186	1	13484	0
Gnb2	4	0.34283	0.5552	0.997156	11289	2	0.84612	0.84593	1	17359	0
Gm17689	4	0.34283	0.5552	0.997156	11290	2	0.31784	0.31737	1	6481	0
2010001E11Rik	4	0.34283	0.5552	0.997156	11291	2	0.21082	0.21579	1	4425	1
Trim47	4	0.34283	0.5552	0.997156	11292	2	0.089321	0.11256	0.98886	2321	1
Tmed1	4	0.34283	0.5552	0.997156	11293	2	0.22906	0.23234	1	4738	1
Itga9	4	0.34283	0.5552	0.997156	11294	2	0.31274	0.31231	1	6378	1
S100a4	4	0.34283	0.5552	0.997156	11295	2	0.22074	0.22472	1	4596	1
Olfr516	4	0.34283	0.5552	0.997156	11296	2	0.44494	0.44464	1	9049	0
Hoxa1	4	0.34283	0.5552	0.997156	11297	2	0.23235	0.23534	1	4809	1
Akr1c19	4	0.34283	0.5552	0.997156	11298	2	0.014577	0.028174	0.972836	556	1
Efhd2	4	0.34283	0.5552	0.997156	11299	2	0.61925	0.61917	1	12616	0
Tomm34	4	0.34283	0.5552	0.997156	11300	2	0.81101	0.81087	1	16610	0
Ankrd13b	4	0.34486	0.55665	0.997156	11301	2	0.62616	0.62609	1	12764	0
Spata4	4	0.34487	0.55666	0.997156	11302	1	0.22103	0.22498	1	4601	1
Olfr981	4	0.34487	0.55666	0.997156	11303	2	0.35812	0.35757	1	7283	0
SGR000121630.1_XPR003.1	1	0.34522	0.34553	0.988897	11304	1	0.65478	0.65486	1	13346	0
SGR000122195.1_XPR003.1	1	0.34522	0.34553	0.988897	11305	1	0.65478	0.65486	1	13347	0
SGR000121660.1_XPR003.1	1	0.34522	0.34553	0.988897	11306	1	0.65478	0.65486	1	13348	0
Vmn1r46	4	0.34605	0.5575	0.997156	11307	2	0.25054	0.25221	1	5149	1
4931414P19Rik	4	0.34605	0.5575	0.997156	11308	2	0.53065	0.53018	1	10735	0
Gm10256	4	0.34615	0.55757	0.997156	11309	2	0.72552	0.72542	1	14799	0
Ttc33	4	0.34623	0.55763	0.997156	11310	2	0.29177	0.29148	1	5972	1
Fignl2	4	0.34629	0.55767	0.997156	11311	2	0.85681	0.85662	1	17547	0
SGR000121756.1_XPR003.1	1	0.34728	0.34753	0.988897	11312	1	0.65272	0.6528	1	13301	0
Ctcf	4	0.34741	0.55847	0.997156	11313	2	0.098209	0.11971	0.993488	2464	1
Ccdc53	4	0.34741	0.55847	0.997156	11314	1	0.37187	0.37139	1	7551	0
Gabrb2	4	0.34741	0.55847	0.997156	11315	2	0.92213	0.92218	1	18931	0
Arel1	4	0.34741	0.55847	0.997156	11316	1	0.37526	0.37472	1	7621	0
Cad	4	0.34741	0.55847	0.997156	11317	2	0.80135	0.80122	1	16407	0
Gng8	4	0.34741	0.55847	0.997156	11318	2	0.66057	0.66046	1	13465	0
Timm13	4	0.34741	0.55847	0.997156	11319	1	0.69206	0.69193	1	14100	0
Cd37	4	0.34741	0.55847	0.997156	11320	2	0.46038	0.46015	1	9362	0
Prr18	4	0.34741	0.55847	0.997156	11321	1	0.12256	0.13969	0.994909	2878	1
Galnt16	4	0.34741	0.55847	0.997156	11322	2	0.54253	0.54202	1	10979	0
Ccdc69	4	0.34741	0.55847	0.997156	11323	1	0.59768	0.59744	1	12152	0
Mtmr1	4	0.34741	0.55847	0.997156	11324	2	0.30737	0.30681	1	6267	1
Ccar1	4	0.34741	0.55847	0.997156	11325	2	0.062117	0.090811	0.977076	1867	1
Olfr262	4	0.34741	0.55847	0.997156	11326	2	0.010887	0.021803	0.972836	422	2
Dip2c	4	0.34741	0.55847	0.997156	11327	2	0.67703	0.67699	1	13781	0
Tyk2	4	0.34741	0.55847	0.997156	11328	2	0.036135	0.064636	0.972836	1322	2
Uap1l1	4	0.34741	0.55847	0.997156	11329	2	0.74425	0.74411	1	15228	0
Crygf	4	0.34741	0.55847	0.997156	11330	1	0.62799	0.62789	1	12795	0
Galnt12	4	0.34741	0.55847	0.997156	11331	1	0.75725	0.75712	1	15467	0
Col4a4	4	0.34741	0.55847	0.997156	11332	2	0.058735	0.088155	0.977076	1809	1
Mapkapk3	4	0.34741	0.55847	0.997156	11333	2	0.30898	0.30845	1	6295	1
Pllp	4	0.34741	0.55847	0.997156	11334	2	0.25627	0.25764	1	5267	1
1700008I05Rik	4	0.34741	0.55847	0.997156	11335	1	0.32109	0.32057	1	6554	0
Gba	4	0.34741	0.55847	0.997156	11336	2	0.65324	0.65311	1	13317	0
Krtap1-3	4	0.34741	0.55847	0.997156	11337	2	0.66028	0.66017	1	13457	0
Pirb	4	0.34741	0.55847	0.997156	11338	2	0.18612	0.19391	1	3986	1
Usp30	4	0.34741	0.55847	0.997156	11339	2	0.85223	0.85198	1	17446	0
Zfp940	4	0.34741	0.55847	0.997156	11340	1	0.67211	0.67205	1	13687	0
Atp6ap2	4	0.34741	0.55847	0.997156	11341	2	0.058928	0.088306	0.977076	1814	1
Riok3	4	0.34741	0.55847	0.997156	11342	1	0.037919	0.067621	0.972836	1385	2
Hspbp1	4	0.34741	0.55847	0.997156	11343	1	0.19884	0.20508	1	4213	1
Tmem190	4	0.34741	0.55847	0.997156	11344	1	0.36257	0.36207	1	7368	0
Ypel5	4	0.34741	0.55847	0.997156	11345	2	0.037805	0.067435	0.972836	1379	1
Mrgpra2a	4	0.34741	0.55847	0.997156	11346	2	0.17894	0.18759	1	3867	1
Atxn7l1	4	0.34741	0.55847	0.997156	11347	2	0.8553	0.85508	1	17510	0
Olfr690	4	0.34741	0.55847	0.997156	11348	2	0.90749	0.90741	1	18652	0
Kctd18	4	0.34741	0.55847	0.997156	11349	2	0.57342	0.57294	1	11631	0
Hist1h2ag	4	0.34741	0.55847	0.997156	11350	1	0.62394	0.62386	1	12706	0
Stx4a	4	0.34755	0.55856	0.997156	11351	2	0.75066	0.75054	1	15347	0
Gm9758	4	0.34755	0.55856	0.997156	11352	2	0.60205	0.60183	1	12258	0
SGR000121602.1_XPR003.1	1	0.34936	0.34961	0.988897	11353	1	0.65064	0.6507	1	13260	0
SGR000121843.1_XPR003.1	1	0.34936	0.34961	0.988897	11354	1	0.65064	0.6507	1	13259	0
SGR000121772.1_XPR003.1	1	0.34936	0.34961	0.988897	11355	1	0.65064	0.6507	1	13256	0
SGR000121465.1_XPR003.1	1	0.34936	0.34961	0.988897	11356	1	0.65064	0.6507	1	13257	0
SGR000122041.1_XPR003.1	1	0.34936	0.34961	0.988897	11357	1	0.65064	0.6507	1	13258	0
Lrrc52	4	0.34953	0.56	0.997156	11358	2	0.25318	0.25471	1	5204	1
Emc8	4	0.34953	0.56	0.997156	11359	2	0.31327	0.31285	1	6388	1
