Signature ID,Percent Overlap (P905_L_p),adj p-val (P905_L_p),Overlap (P905_L_p),Score (P905_L_p)
WP_FOCAL_ADHESION_PI3K_AKT_MTOR_SIGNALING_PATHWAY,17.2,0.0031717172,PPP2R5D|SOS1|PPP2R5C|RPS6|EIF4B|SLC2A3|TBC1D1|BAD|ACACA|TSC2|MAP2K2|PIK3C2A|CRTC2|HSP90AA1|F2R|MTOR|AKT1S1|RAF1|CREB1|RPTOR|MAPK1|RAB8A|ATF2|GYS1|ULK1|CDKN1B|ITGAL|PIK3R5|PPP2CB|HSP90AB1|CDKN1A|STK11|RAB10|EIF4EBP1|IRS2|PDPK1|JAK3|ITGA4|RPS6KB1|TSC1|GSK3B|IL3RA|FOXO1|PIK3R4|PFKFB2|AKT2|PTK2|IKBKB|RAB14|IFNAR2|ELAVL1|IKBKG,4.8505001068
WP_FOLLICLE_STIMULATING_HORMONE_FSH_SIGNALING_PATHWAY,58.3,0.0277753207,RPS6|TSC2|PRKCA|MTOR|RAF1|CREB1|MAPK1|PRKACA|SRC|EIF4EBP1|RPS6KB1|FOXO1|MAPK14|APPL1,3.008300066
WP_FRAGILE_X_SYNDROME,28.9,0.0031717172,SOS1|AGAP2|TSC2|MAP2K2|ARAF|PRKCA|NF1|BRAF|PTPN11|ITPR1|CAMK1|MTOR|EIF4G1|MECP2|AKAP5|AKT1S1|FYN|RAF1|PPP1CA|CREB1|RPTOR|EIF4EBP2|MAPK1|PRKACA|DICER1|MAP1B|SRC|SLC16A1|RPS6KB1|TSC1|MKNK1|PRKAR1A|ARHGAP32|CAMK4|CLTC,5.1596999168
WP_G13_SIGNALING_PATHWAY,34.2,0.267913225,IQGAP1|IQGAP2|ARHGEF1|PPP1CB|MAP3K4|DIAPH1|CFL1|PFN1|LIMK1|RPS6KB1|CIT|PKN1|WAS,1.6069999933
WP_G1_TO_S_CELL_CYCLE_CONTROL,34.4,0.1889059394,MCM3|RB1|MCM4|CREB1|CDK1|CDKN1B|CDK7|MCM7|ORC1|E2F1|TFDP2|CDKN1A|WEE1|CCNE2|POLA2|ATM|MCM2|ORC6|RPA1|ORC2|MNAT1|TFDP1,-1.9371000528
WP_GASTRIC_CANCER_NETWORK_1,46.4,0.6579836735,LIN9|NUP107|MCM4|CENPF|TPX2|TOP2A|APC|KIF20B|KIF15|CEP192|ACTL6A|ECT2|INO80D,-0.7386000156
WP_GASTRIC_CANCER_NETWORK_2,32.3,0.0945356014,MTDH|LMNB2|AHCTF1|ATAD2|CHTF18|TOP2A|LBR|FANCI|CTNNB1|OTUD5,2.391299963
WP_GASTRIN_SIGNALING_PATHWAY,36.5,0.0031717172,PRKCQ|SOS1|PXN|RPS6|SLC9A1|NFKB1|BAD|PRKD2|PRKCA|HDAC7|JUN|PTPN11|PAK1|MTOR|FYN|RAF1|CREB1|MAPK1|PRKACA|ATF2|PRKCD|PRKCH|STAT3|CDKN1B|ELK1|MEF2D|SRC|CD44|CDKN1A|MEF2C|EIF4EBP1|CTNNB1|RPS6KB1|GSK3B|RELA|ARRB1|FOXO1|PTK2|IKBKB|MAP3K11|ELAVL1|MAPK14,6.0831999779
WP_GLIOBLASTOMA_SIGNALING_PATHWAYS,36.6,0.0031717172,PRKCQ|CBL|TSC2|MAP2K2|ARAF|PRKCA|NF1|BRAF|PIK3C2A|MAP2K4|RB1|RAF1|EP300|MAPK1|BRCA1|MAP2K7|MAP2K3|PRKCD|PRKCH|CDKN1B|SRC|E2F1|CDKN1A|MSH6|PDPK1|ATM|TSC1|PRKCB|FOXO1|AKT2,6.2130999565
WP_GLYCOLYSIS_AND_GLUCONEOGENESIS,28.9,0.48914206,SLC2A3|ALDOC|PDHA1|TPI1|PGAM1|GAPDH|ALDOA|PFKP|ENO1|LDHA|PGK1|GPI|MDH1,-1.0717999935
WP_G_PROTEIN_SIGNALING_PATHWAYS,22,0.015442623,PRKCQ|ARHGEF1|AKAP13|SLC9A1|PRKCA|AKAP11|ITPR1|AKAP5|AKAP10|PDE7A|PRKACA|AKAP9|PRKCD|PRKCH|PRKD3|AKAP1|PLCB3|PRKCB|PRKAR1A|PRKAR1B,3.5866999626
WP_HAIR_FOLLICLE_DEVELOPMENT_CYTODIFFERENTIATION_PART_3_OF_3,13.8,0.936913896,NR3C1|NFKB1|JUN|BCL11B|RUNX3|NOTCH2|CTNNB1|ADAM17|TCF3|GTPBP4|NFATC1|GATA3,0.1525000036
WP_HEAD_AND_NECK_SQUAMOUS_CELL_CARCINOMA,29.7,0.2281769461,RPS6|NFKB1|TSC2|RB1|MTOR|NUMB|RPTOR|RICTOR|PIK3R5|NOTCH2|E2F1|CUL3|CDKN1A|TRAF3|STK11|EIF4EBP1|CTNNB1|PDPK1|TSC1|RELA|AKT2|TGFBR2,1.7293000221
WP_HEPATITIS_B_INFECTION,32.5,0.0031717172,SOS1|DDX3X|NFATC3|NFATC2|NFKB1|BAD|MAP2K2|ARAF|PRKCA|BRAF|JUN|YWHAZ|STAT4|MAP2K4|STAT5A|MAVS|PTK2B|RAF1|EP300|MAP3K7|CREB1|IKBKE|MAPK1|TAB2|STAT5B|SMAD3|MAP2K7|MAP2K3|ATF2|STAT3|STAT1|ELK1|SRC|IRAK1|CDKN1A|TRAF3|MAP3K1|IFIH1|JAK3|RELA|PRKCB|DDB2|CREBBP|AKT2|IKBKB|NFATC1|IKBKG|MAPK14|TGFBR2,5.4198999405
WP_HEPATITIS_C_AND_HEPATOCELLULAR_CARCINOMA,23.2,0.7919938164,SOS1|NFKB1|JUN|PTPN11|RRM2|BRCA1|SMAD3|STAT3|CD44|CDKN1A|CTTN|MYOF|MAPK14,0.4643999934
WP_HEPATOCYTE_GROWTH_FACTOR_RECEPTOR_SIGNALING,44.1,0.0031717172,SOS1|PXN|MAP2K2|MAP4K1|JUN|PTPN11|PAK1|PTK2B|RAPGEF1|RAF1|MAPK1|STAT3|ELK1|SRC|PTK2,5.3007001877
WP_HIPPO_MERLIN_SIGNALING_DYSREGULATION,15.7,0.0031717172,CUL4A|PPP1R12A|PAK2|PAK4|PAK1|PPP1CB|PPP1CA|STK3|PRKACA|ITGAL|CD44|LATS1|CTNNB1|ITGA4|PRKAR1A|NF2|PRKAR1B|PTK2|YAP1,5.0859999657
WP_HIPPO_SIGNALING_REGULATION_PATHWAYS,19.4,0.0031717172,PRKCQ|PRKAB1|PRKCA|MTOR|PRKAB2|STK3|PRKACA|SMAD3|PRKCD|PRKCH|PRKD3|LATS1|CTNNB1|PLCB3|PRKCB|PRKAR1A|NF2|PRKAR1B|YAP1,4.195499897
WP_HIPPO_YAP_SIGNALING,50,0.0057901531,MINK1|TNIK|MAP4K2|NDRG1|MAP4K1|STK3|MAP4K4|LATS1|NF2|YAP1|RASSF1,3.1677999496
WP_HISTONE_MODIFICATIONS,20,0.2628667103,AEBP2|DOT1L|EHMT2|SETD2|NSD1|PRDM2|SUV39H1|SETDB1|EZH2|SUV39H2|EHMT1|SET|SETD1A,-1.6555999517
WP_HOST_PATHOGEN_INTERACTION_OF_HUMAN_CORONAVIRUSES_INTERFERON_INDUCTION,42.4,0.1569491369,NFKB1|JUN|MAVS|RIPK1|MAP3K7|IKBKE|STAT1|TRAF3|IFIH1|EIF2AK2|IKBKB|IFNAR2|IKBKG|MAPK14,2.0903000832
WP_HOST_PATHOGEN_INTERACTION_OF_HUMAN_CORONAVIRUSES_MAPK_SIGNALING,41.7,0.0031717172,RPS6KA1|RPS6KA3|MAP2K2|JUN|MAP2K4|MAP3K4|RAF1|MAPK1|MAP2K7|MAP2K3|JUNB|ATF2|MAP3K1|MAP3K11|MAPK14,6.0110001564
WP_IL6_SIGNALING_PATHWAY,39.5,0.0654719844,SOS1|BAD|MAP2K2|PTPN11|MAP2K4|MAP3K7|MAPK1|JUNB|PRKCD|STAT3|STAT1|RPS6KB1|GSK3B|PRDM1|CREBBP|HDAC1|NCOA1,2.4100000858
WP_IL_17_SIGNALING_PATHWAY,31.2,0.6190889437,NFKB1|MAP3K7|MAPK1|STAT3|TRAF3|GSK3B|RELA|IKBKB|IL17RA|IKBKG,0.799300015
WP_IL_18_SIGNALING_PATHWAY,30.4,0.0319555704,HSPB1|NFKB1|LCK|PRKCA|MAP3K7|MAPK1|MAP2K7|PRKCD|IRAK1|CTNNB1|MEF2A|RPS6KB1|GSK3B|RELA|PRKCB|IKBKB|ELAVL1,3.257600069
WP_IL_1_SIGNALING_PATHWAY,37,0.0031717172,NFKB1|MAP2K2|MAP3K2|JUN|PTPN11|MAP2K4|MAP3K3|MAP3K7|MAPK1|TAB2|MAP2K7|MAP2K3|ATF2|SQSTM1|IRAK1|MAP3K1|RELA|IKBKB|IKBKG|MAPK14,5.0254998207
WP_IL_24_SIGNALING_PATHWAY,22.4,0.3171717172,MKI67|RPS6|HSPB1|BAD|NDRG1|MAP3K2|JUN|SF3B1|HSP90AA1|EIF2AK3|RB1|MTOR|EIF4G1|PTPRC|CXCR4|MVD|MAPK1|PRKACA|MAP2K7|CDK1|ATF2|TOP2A|STAT3|CDKN1B|SQSTM1|APC|STAT1|SRC|CD44|CHEK1|CENPA|CASP2|PPP2CB|BSG|CDKN1A|GSS|NAA10|EIF4EBP1|CTNNB1|MAP3K1|ATM|RPS6KB1|GSK3B|RELA|PRDM1|EIF2AK2|EIF2A|CREBBP|PTK2|IKBKB|CASP4|IKBKG|MAPK14,1.5029000044
WP_IL_2_SIGNALING_PATHWAY,45.9,0.0031717172,SOS1|RPS6|CBL|LCK|MAP2K2|GAB2|PTPN11|STAT5A|PTK2B|FYN|RAF1|MAPK1|STAT5B|STAT3|STAT1|JAK3|RPS6KB1,5.140900135
WP_IL_3_SIGNALING_PATHWAY,38.8,0.0031717172,SOS1|INPP5D|CBL|BAD|JUN|GAB2|PTPN11|STAT5A|RAPGEF1|FYN|RAF1|MAPK1|PRKACA|STAT5B|STAT3|PTPN6|SRC|LYN|IL3RA,4.9440999031
WP_IL_4_SIGNALING_PATHWAY,48,0.0703090013,SOS1|FLNA|INPP5D|CBL|NFKB1|BAD|GAB2|PTPN11|STAT5A|DOK2|EP300|MAPK1|STAT5B|ATF2|STAT3|PTPN6|STAT1|ELK1|IRS2|JAK3|RPS6KB1|RELA|IKBKB|MAPK14,2.6638000011
WP_IL_5_SIGNALING_PATHWAY,43.2,0.0031717172,RPS6KA1|SOS1|RPS6|MAP2K2|JUN|PTPN11|STAT5A|RAF1|MAPK1|STAT5B|STAT3|STAT1|ELK1|LYN|RPS6KB1|GSK3B,5.3130998611
WP_IL_7_SIGNALING_PATHWAY,55,0.0031717172,BAD|MAP2K2|STAT5A|PTK2B|FYN|MAPK1|STAT5B|STAT3|STAT1|JAK3|GSK3B,4.7042999268
WP_INFLUENCE_OF_LAMINOPATHIES_ON_WNT_SIGNALING,29.7,0.0428015564,EMD|LMNA|TOR1AIP1|CSNK1A1|DICER1|APC|HMGA2|RUNX2|CTNNB1|GSK3B|AXIN1,2.8615000248
WP_INITIATION_OF_TRANSCRIPTION_AND_TRANSLATION_ELONGATION_AT_THE_HIV_1_LTR,37.5,0.1403534304,NFATC3|NFATC2|NFKB1|HDAC7|EP300|HDAC4|SUPT5H|RELA|CDK9|CREBBP|HDAC1|NFATC1,2.1293001175
WP_INSULIN_SIGNALING,38.8,0.0031717172,PRKCQ|RPS6KA1|SOS1|MAP4K5|MINK1|CBL|RPS6KA3|PTPN1|MAP4K2|TSC2|MAP2K2|PRKCA|MAP3K2|MAP4K1|JUN|PIK3C2A|STX4|PTPN11|MAP2K4|MTOR|CBLB|MAP3K3|RAPGEF1|MAP3K4|INPPL1|RAF1|EHD1|MAP3K7|KIF5B|MAPK1|INPP4A|MAP4K4|MAP2K7|MAP2K3|MYO1C|PRKCD|GYS1|PRKCH|TBC1D4|ELK1|VAMP2|GRB10|EIF4EBP1|IRS2|MAP3K1|PDPK1|RPS6KA4|RPS6KB1|TSC1|GSK3B|PRKCB|MAP3K8|FOXO1|MAP3K12|PIK3R4|AKT2|IKBKB|MAP3K11|SNAP23|CAP1|MAPK14|SRF,6.7564001083
WP_INTEGRATED_CANCER_PATHWAY,34.1,0.8096373517,BAD|RAD50|RB1|BRCA1|SMAD3|CDK1|CDKN1B|STAT1|CHEK1|E2F1|CDKN1A|MSH6|ATM|BARD1|POU2F1,-0.4451999962
WP_INTEGRIN_MEDIATED_CELL_ADHESION,23.5,0.0031717172,SOS1|VASP|PXN|PAK2|ZYX|MAP2K2|ARAF|PAK4|ARHGEF7|BRAF|PAK1|RAPGEF1|FYN|RAF1|MAPK1|MAP2K3|ITGAL|SRC|TNS1|PDPK1|ITGA4|CAV1|AKT2|PTK2,5.5441999435
WP_INTERFERON_TYPE_I_SIGNALING_PATHWAYS,51.9,0.0031717172,RPS6|CBL|EIF4B|LCK|PDCD4|GAB2|STAT4|PTPN11|STAT5A|MTOR|RAPGEF1|ZAP70|PTPRC|FYN|CREB1|RPTOR|MAP2K3|PIAS1|STAT3|PTPN6|STAT1|EIF4EBP1|IRS2|MAP3K1|RPS6KA4|RPS6KB1|IFNAR2|MAPK14,4.649600029
WP_INTERLEUKIN_11_SIGNALING_PATHWAY,38.6,0.0031717172,RPS6KA1|RPS6|MAP2K2|PTPN11|FYN|RAF1|CREB1|MAPK1|PIAS1|STAT3|STAT1|SRC|RUNX2|PDPK1|RPS6KB1|RELA|IKBKB,5.5570001602
WP_INTERLEUKIN_1_IL_1_STRUCTURAL_PATHWAY,42.6,0.0031717172,NFKB1|MAP2K2|SAFB|MAP2K4|MBP|MAP3K7|MAPK1|TAB2|MAP2K7|MAP2K3|ATF2|ELK1|IRAK1|MAP3K1|RELA|MKNK1|MAP3K8|IKBKB|TANK|MAPK14,4.198800087
WP_JOUBERT_SYNDROME,22.4,0.6772535515,FLNA|PCM1|RAD50|PCNT|NIN|MYO5A|MTOR|TMEM237|ARL3|RAB8A|OFD1|CEP97|ATM|CSPP1|CEP164|CETN2|CCP110,0.7278000116
WP_KISSPEPTIN_KISSPEPTIN_RECEPTOR_SYSTEM_IN_THE_OVARY,30.8,0.0031717172,PRKCQ|NFKB1|MAP2K2|PRKCA|RAF1|MAPK1|PRKCD|PRKCH|PLCB3|ARRB1|PRKCB|AKT2,5.8982000351
WP_KIT_RECEPTOR_SIGNALING_PATHWAY,50.9,0.0031717172,RPS6KA1|SOS1|INPP5D|RPS6|CBL|RPS6KA3|BAD|MAP2K2|PRKCA|GAB2|PTPN11|STAT5A|FYN|RAF1|EP300|MAPK1|STAT5B|STAT3|PTPN6|STAT1|SRC|LYN|GRB10|RPS6KB1|PRKCB|DOK1|MAPK14,6.3512001038
WP_KLEEFSTRA_SYNDROME,37.9,0.4693151586,SMARCA4|ARID1A|SMARCD2|SMARCC2|KDM6A|SMARCC1|ARID1B|SMARCA2|ACTL6A|RBBP5|EHMT1,-1.1006000042
WP_LEPTIN_SIGNALING_PATHWAY,43.7,0.0031717172,RPS6KA1|PDE3B|SOS1|KHDRBS1|RPS6|NFKB1|BAD|PTPN1|ACACA|MAP2K2|PTPN11|MTOR|FYN|RAF1|CREB1|MAPK1|STAT5B|STAT3|STAT1|ELK1|SRC|EIF4EBP1|RPS6KB1|GSK3B|RELA|FOXO1|NCOA1|PTK2|IKBKB|IKBKG|MAPK14,4.2670998573
WP_LIPID_METABOLISM_PATHWAY,41.4,0.4743083004,ACLY|PRKAB1|ACACA|FASN|PRKAB2|PRKACA|PDHA1|BCKDHA|PRKAR1A|AKT2|PRKAR1B|ACSS2,1.0936000347
WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,12.4,0.9126453257,JUN|MAP3K7|CSNK1A1|APC|CSNK2B|CTNNB1|CHD8|GSK3B|HNRNPK|AXIN1|TCF3|EZH2,-0.1811999977
WP_MALE_INFERTILITY,14.5,0.1396924259,PUM2|USP8|DDX20|HMGA1|EP300|RFC1|SOX5|KDM3A|MLH1|ABLIM1|CCNT2|CCNK|ATM|CHD2|LRWD1|CDK9|CREBBP|XRCC5|MTHFD1|PSAT1|PMS2,-2.0399000645
WP_MAPK_CASCADE,60.6,0.0031717172,SOS1|MAP2K2|ARAF|MAP3K2|BRAF|JUN|SIPA1|MAP2K4|MAP3K3|RAF1|MBP|MAPK1|RASA3|MAP2K7|MAP2K3|ELK1|MAP3K1|PLCB3|MAP3K12|MAPK14,4.5643000603
WP_MAPK_SIGNALING_PATHWAY,23.5,0.0031717172,SOS1|STMN1|PTPN7|FLNA|JUND|PAK2|NFATC3|HSPB1|RPS6KA3|NFKB1|STK4|MAP4K2|MAP2K2|ARAF|PRKCA|MAP3K2|NF1|MAP4K1|BRAF|JUN|TAOK1|MAP2K4|PAK1|MAP3K4|RAF1|MAP3K7|STK3|MAPK1|PRKACA|TAB2|MAP4K4|MAP2K7|MAP2K3|ATF2|PRKCD|ELK4|ELK1|FLNB|MEF2C|DAXX|MAP3K1|RPS6KA4|RELB|RELA|ARRB1|MKNK1|MAP3K8|MAP3K12|AKT2|IKBKB|RAPGEF2|MAP3K11|RRAS2|NFATC1|IKBKG|MAPK14|TGFBR2|SRF,7.396999836
WP_MEASLES_VIRUS_INFECTION,25,0.0031717172,CD3E|CD3G|NFKB1|BAD|CD3D|JUN|EIF2AK3|SLAMF1|STAT5A|MAVS|CBLB|ADAR|MAP3K7|IKBKE|TAB2|STAT5B|STAT3|CDKN1B|TNFAIP3|MSN|STAT1|CSNK2B|IRAK1|TRAF3|CCNE2|IFIH1|JAK3|RELA|EIF2AK2|EIF3H|IKBKB|EIF2AK4|IFNAR2|IKBKG,4.7136001587
WP_MECHANOREGULATION_AND_PATHOLOGY_OF_YAP_TAZ_VIA_HIPPO_AND_NON_HIPPO_MECHANISMS,31.9,0.0031717172,MAP4K5|PAK2|MAP4K2|PAK4|MAP4K1|LIMD1|PAK1|ACTA1|STK3|MAP4K4|SRC|LATS1|CTNNB1|NF2|YAP1,4.8274998665
WP_MECP2_AND_ASSOCIATED_RETT_SYNDROME,28.8,0.1269346269,RPS6|HNRNPH1|NCOR1|NF1|MTOR|MECP2|SMC3|MBP|YBX1|CREB1|PSIP1|TET2|E2F1|CNP|SIN3A|MEF2C|HNRNPF|MPP1|HDAC1|EZH2|FKBP5,2.2183001041
WP_MELANOMA,23.5,0.0309055118,SOS1|BAD|MAP2K2|ARAF|NF1|BRAF|PAK1|RB1|RAF1|CREB1|MAPK1|ELK1|E2F1|CDKN1A|DDB2|AKT2,3.1684999466
WP_MESODERMAL_COMMITMENT_PATHWAY,23.8,0.8859306175,TRIM28|AEBP2|ACACA|MACF1|CCDC6|UBR5|CCDC88A|PRKACA|SMAD3|TRERF1|PIAS1|CEP250|ELK4|ARID5B|SETD2|CUL4B|HMGA2|CRTC1|LATS1|KDM6A|AHDC1|HTT|PHF6|PRKAR1A|AXIN1|ZNF281|RGS10|EMSY|ACVR2A|ADAM19|YAP1|EOMES|GATA3|ASCC3|SRF,-0.2531999946
WP_METABOLIC_EPILEPTIC_DISORDERS,18.5,0.6190889437,SLC2A3|MOCS2|ALDOC|PDHA1|TPI1|PGAM1|GAPDH|ALDOA|PFKP|ENO1|LDHA|SLC1A5|PGK1|ETHE1|PSAT1|GPI|MDH1,-0.8532000184
WP_METABOLIC_REPROGRAMMING_IN_COLON_CANCER,35.7,0.8128114979,ACLY|FASN|TALDO1|PDHA1|PAICS|TKT|PGAM1|GAPDH|ENO1|LDHA|SLC16A3|SLC1A5|PGK1|PSAT1|GPI,-0.4338999987
WP_METABOLIC_REPROGRAMMING_IN_PANCREATIC_CANCER,28.6,0.3761605271,ACLY|FASN|GFPT1|PDHA1|SLC16A1|BCKDHA|LDHA|SLC7A5|SLC1A5|PGM3|GPI|MDH1,-1.3193999529
WP_MET_IN_TYPE_1_PAPILLARY_RENAL_CELL_CARCINOMA,37.3,0.0031717172,SOS1|PAK2|CBL|BAD|MAP2K2|ARAF|PAK4|BRAF|JUN|PTPN11|PAK1|RAPGEF1|RAF1|MAPK1|STAT3|SRC|CDKN1A|TFE3|JAK3|AKT2|PRCC|PTK2,5.5633997917
WP_MICRORNAS_IN_CARDIOMYOCYTE_HYPERTROPHY,24,0.0031717172,NFKB1|MAP2K2|HDAC7|MAP2K4|MTOR|RAF1|IKBKE|MAPK1|CAMK2D|MAP2K7|MAP2K3|HDAC4|STAT3|CDK7|EIF2B5|CTNNB1|PDPK1|GSK3B|PRKCB|CDK9|AKT2|IKBKB|MYEF2|IKBKG|MAPK14,4.1034998894
WP_MICROTUBULE_CYTOSKELETON_REGULATION,47.8,0.982773587,STMN1|MARK2|PRKCA|TAOK1|PAK1|DPYSL2|ABL1|CLASP1|DIAPH1|CLIP1|PRKACA|CDK1|STAT3|APC|MAP1B|SRC|TESK2|LIMK1|GSK3B|TIAM1|TRIO|CAMK4,0.0370000005
WP_MIRNA_REGULATION_OF_DNA_DAMAGE_RESPONSE,30.1,0.3761605271,ATRIP|RAD50|NBN|RB1|PML|ABL1|CREB1|BRCA1|CDK1|RFC1|CDKN1B|FANCD2|CHEK1|E2F1|CDKN1A|PRKDC|CCNE2|ATM|DDB2|RAD9A|CCNB2|TLK1,-1.3502999544
WP_MIRNA_REGULATION_OF_PROSTATE_CANCER_SIGNALING_PATHWAYS,45.2,0.0997764727,SOS1|NFKB1|BAD|MAP2K2|MTOR|RAF1|MAPK1|CDKN1B|CDKN1A|CTNNB1|GSK3B|FOXO1|CREBBP|IKBKG,2.3552999496
WP_MIRNA_ROLE_IN_IMMUNE_RESPONSE_IN_SEPSIS,15.6,0.936913896,NFKB1|MAP3K7|TAB2|IRAK1|TRAF3|RELB|RELA|IKBKB|IKBKG|MAPK14,0.1427000016
WP_MODULATORS_OF_TCR_SIGNALING_AND_T_CELL_ACTIVATION,47.5,0.0031717172,GRAP2|PRKCQ|CD247|CD8A|CD5|CD3E|CD3G|NFKB1|CD3D|LCK|MAP4K1|LAT|CARD11|CBLB|ZAP70|PTPN6|CDKN1B|TNFAIP3|MEF2D|BCL10|PDPK1|RELA|MAP3K8|UBASH3A|RPRD1B|IKBKB|LCP2|PCBP2|IKBKG,5.1311998367
WP_MRNA_PROCESSING,43.7,0.0031717172,PRPF6|HNRNPH1|SUGP2|NCBP1|SF3B1|SF3B2|DDX20|SRSF6|HNRNPD|SRSF9|RBMX|PRPF4B|HNRNPA1|RBM5|HNRNPA2B1|RBM39|METTL3|TRA2B|YBX1|POLR2A|SRRM1|XRN2|DICER1|PTBP1|SRSF1|PRPF40A|SF3B3|PAPOLA|PABPN1|DDX1|HNRNPM|RBM17|HNRNPC|CPSF4|SFPQ|SRSF7|SUPT5H|SRSF3|SRPK1|SRSF4|PPM1G|HNRNPK|HNRNPL|SRSF10|CD2BP2|CLK3|CLASRP|SUGP1|NONO|DHX8|SNRPA1|SNRNP70|U2AF2|PCBP2|RNPS1,-6.1984000206
WP_MYOMETRIAL_RELAXATION_AND_CONTRACTION_PATHWAYS,15.4,0.0031717172,PRKCQ|ITPR3|NFKB1|PRKCA|JUN|RGS3|YWHAZ|ITPR1|RGS14|ACTA1|CREB1|CAMK2D|PRKACA|ATF2|PRKCD|PRKCH|ATP2A2|PLCB3|ARRB1|PRKCB|CAMK2G|PRKAR1A|RGS10|PRKAR1B,5.3088002205
WP_NCRNAS_INVOLVED_IN_WNT_SIGNALING_IN_HEPATOCELLULAR_CARCINOMA,12.5,0.6005471018,MTDH|JUN|CSNK1A1|APC|CSNK2B|CTNNB1|CHD8|GSK3B|AXIN1|EZH2|ELAVL1,0.8404999971
WP_NETRIN_UNC5B_SIGNALING_PATHWAY,32.7,0.0031717172,INPP5D|AGAP2|MAP2K2|PRKCA|JUN|ARHGEF12|PTPN11|PTK2B|FYN|RAF1|PPP1CA|MAPK1|SRC|RLF|PTK2|YAP1|MAPK14,5.4721999168
WP_NETWORK_MAP_OF_SARS_COV_2_SIGNALING_PATHWAY,17,0.0031717172,PRKCQ|CD247|CD8A|IL16|RPS6|CD3E|NFATC3|CD3G|LCK|JUN|CARD11|LARP1|MTOR|MAVS|FGA|GTSE1|ZAP70|AKT1S1|FYN|RPTOR|RRM2|JUNB|CD2|CDK1|PIAS1|ULK1|PTPN6|STAT1|ATG13|IRAK1|TRAF3|EIF4EBP1|IFIH1|CAMK4|CCNB2|IKBKG|TGFBR2,6.4110999107
WP_NEURAL_CREST_CELL_MIGRATION_DURING_DEVELOPMENT,25,0.0031717172,PAK2|PAK4|JUN|PAK1|STAT3|PIK3R5|TIAM1|PIK3R4|AKT2|TRIO,3.8645000458
WP_NEURAL_CREST_CELL_MIGRATION_IN_CANCER,25.6,0.0057901531,PAK2|PAK4|JUN|PAK1|STAT3|PIK3R5|KIDINS220|TIAM1|PIK3R4|AKT2|TRIO,3.7409000397
WP_NEURAL_CREST_DIFFERENTIATION,11.9,0.010928201,NFKB1|HDAC7|MBP|HDAC4|SOX5|NOTCH2|HDAC6|CTNNB1|GSK3B|AXIN1|HDAC1|SOX10,3.8440001011
WP_NEURODEGENERATION_WITH_BRAIN_IRON_ACCUMULATION_NBIA_SUBTYPES_PATHWAY,34.1,0.0031717172,PANK2|ATG16L1|ACACA|TSC2|MTOR|MECP2|AKT1S1|RPTOR|ULK1|ATG13|STK11|COASY|TSC1|PIK3R4|RB1CC1,3.8550999165
WP_NEUROINFLAMMATION_AND_GLUTAMATERGIC_SIGNALING,17.1,0.015442623,NFKB1|SLC2A3|PRKCA|PPP1CB|CAMKK2|PPP1CA|CREB1|MAPK1|CAMK2D|PRKACA|SMAD3|PDHA1|CFL1|STAT3|STAT1|SLC1A4|PLCB3|PRKCB|SLC38A1|IL10RB|CAMK2G|PSAT1|CAMK4|TGFBR2,3.3891000748
WP_NF1_COPY_NUMBER_VARIATION_SYNDROME,20.4,0.0031717172,SOS1|DNMT1|EVI2B|EVL|MAP3K2|NF1|EIF3A|MAVS|RAF1|MAPK1|CFL1|TUBB|USP1|RAB11A|CCNE2|LIMK1|SUPT5H|MAP3K1|EXOC1|EXOC2|EXOC7|RAD9A,4.2512001991
WP_NONALCOHOLIC_FATTY_LIVER_DISEASE,7.8,0.1000892516,NFKB1|PRKAB1|JUN|EIF2AK3|PRKAB2|IRS2|GSK3B|RELA|AKT2|NDUFV3|IKBKB|MAP3K11,2.2931001186
WP_NON_GENOMIC_ACTIONS_OF_1_25_DIHYDROXYVITAMIN_D3,24,0.1075677359,PRKCQ|NFKB1|PRKCA|JUN|MAPK1|CAMK2D|PRKCD|PRKCH|STAT1|MED1|PLCB3|RELB|PRKCB|CAV1|CAMK2G|IKBKB|IFNAR2|MAPK14,2.2713999748
WP_NON_SMALL_CELL_LUNG_CANCER,29.2,0.063191041,SOS1|BAD|STK4|MAP2K2|ARAF|PRKCA|BRAF|STAT5A|RB1|RAF1|MAPK1|STAT5B|STAT3|E2F1|CDKN1A|JAK3|PRKCB|DDB2|AKT2|EML4|RASSF1,2.7771999836
WP_NOTCH_SIGNALING,22.7,0.7410925015,DTX3L|NCOR2|NUMB|PSEN1|NOTCH2|ADAM17|KAT2B|CREBBP|HDAC1|PSEN2,-0.5569000244
WP_NOTCH_SIGNALING_PATHWAY,33.3,0.2459851156,NFKB1|LCK|NCOR1|NCOR2|NUMB|EP300|SPEN|PSEN1|SNW1|STAT3|SRC|NOTCH2|RING1|ADAM17|GSK3B|HDAC1|SKP1|PSEN2,-1.6980999708
WP_NOVEL_INTRACELLULAR_COMPONENTS_OF_RIG_I_LIKE_RECEPTOR_PATHWAY,30,0.2937504372,DDX3X|NFKB1|CYLD|MAVS|RIPK1|MAP3K7|IKBKE|SNW1|TRAF3|MAP3K1|IFIH1|RELA|OTUD5|IKBKB|TANK|IKBKG|MAPK14|TRIM25,1.4874000549
