Signature ID,Percent Overlap (P605_L_p),adj p-val (P605_L_p),Overlap (P605_L_p),Score (P605_L_p)
WP_FERROPTOSIS,17.2,0.8929374719,HSPB1|PCBP1|SLC1A5|SLC7A11|SLC38A1|ACSL4|BACH1|VDAC2|HMOX1|PCBP2|GSS,0.2761999965
WP_FOCAL_ADHESION,20.6,0.0060784314,PXN|SOS1|ARHGAP35|PPP1R12C|MYL9|PAK1|PAK2|PPP1R12A|FLNA|ITGB7|ZYX|PRKCA|BAD|PAK4|BRAF|RAPGEF1|ARHGAP5|DIAPH1|RAF1|PPP1CA|SHC1|MAPK1|AKT2|CAV1|PPP1CB|TLN2|TLN1|FYN|FLNB|RAP1A|SRC|VCL|PDPK1|PRKCB|MYLK|ITGA4|GSK3B|FLNC|PIK3R1|TNC|CTNNB1,5.4320001602
WP_FOCAL_ADHESION_PI3K_AKT_MTOR_SIGNALING_PATHWAY,17.5,0.0060784314,SOS1|RPS6|PPP2R5C|PPP2R5D|ACACA|AKT1S1|EIF4B|ITGB7|SLC2A3|PFKFB3|TBC1D1|BAD|HSP90AA1|TSC2|MAP2K2|CRTC2|F2R|FOXO1|CREB1|RAF1|GYS1|IRS2|RPS6KB1|TSC1|IFNAR2|STK11|RAB8A|MAPK1|SLC2A1|ATF2|EIF4EBP1|PHLPP1|AKT2|PIK3C2A|RPTOR|MTOR|PIK3R5|HSP90AB1|IKBKB|IRS1|IKBKG|ULK1|PDPK1|FOXO3|PRKAA1|PPP2CB|PIK3R4|ITGA4|GSK3B|PIK3R1|ELAVL1|TNC|JAK3,3.8224000931
WP_FOLLICLE_STIMULATING_HORMONE_FSH_SIGNALING_PATHWAY,58.3,0.0060784314,RPS6|PRKCA|TSC2|PRKACA|FOXO1|CREB1|RAF1|RPS6KB1|MAPK1|EIF4EBP1|MTOR|MAPK14|SRC|APPL1,3.8949999809
WP_FRAGILE_X_SYNDROME,28.1,0.0928274502,SOS1|AKT1S1|AGAP2|PRKCA|ARAF|AKAP5|BRAF|EIF4G1|TSC2|MAP2K2|PRKACA|PLCG1|CREB1|RAF1|PPP1CA|SLC16A1|CAMK4|RPS6KB1|TSC1|SHC1|MAPK1|RPTOR|MECP2|MTOR|PRKAR1A|NF1|EIF4EBP2|GPHN|FYN|ITPR1|MAP1B|SRC|DICER1|CLTC,2.4570000172
WP_G13_SIGNALING_PATHWAY,31.6,0.4126193863,IQGAP1|IQGAP2|ARHGEF1|MAP3K4|PKN1|CFL1|DIAPH1|WAS|RPS6KB1|PPP1CB|LIMK1|CIT,1.4375
WP_G1_TO_S_CELL_CYCLE_CONTROL,31.2,0.3310596665,CDK1|RB1|CDK7|CREB1|RPA2|MCM4|MNAT1|WEE1|ORC6|ORC1|ORC2|POLE|E2F1|MCM7|TFDP1|MCM2|CCNE2|TFDP2|POLA2|RPA1,-1.7350000143
WP_GASTRIC_CANCER_NETWORK_1,46.4,0.0060784314,TPX2|MCM4|NUP107|KIF20B|ECT2|CEP192|ACTL6A|APC|KIF15|TOP2A|LIN9|CENPF|INO80D,-4.5668997765
WP_GASTRIC_CANCER_NETWORK_2,41.9,0.3273645546,MTDH|AHCTF1|LMNB2|OTUD5|ATAD2|CHTF18|RFC3|FAM91A1|TOP2A|BRIX1|LBR|FANCI|CTNNB1,-1.6391999722
WP_GASTRIN_SIGNALING_PATHWAY,37.4,0.0060784314,PXN|SOS1|RPS6|PAK1|SLC9A1|PRKCQ|PRKCD|PRKCA|BAD|CD44|HDAC7|PRKACA|MEF2D|PLCG1|FOXO1|CREB1|RAF1|PRKD2|RPS6KB1|STAT3|SHC1|ARRB1|MAPK1|ATF2|EIF4EBP1|NFKB1|MTOR|KAT5|ANXA2|RELA|FYN|IKBKB|IRS1|MAPK14|MAP3K11|SRC|MEF2C|FOXO3|GSK3B|PIK3R1|ELAVL1|CTNNB1|PRKCH,4.6610999107
WP_GENES_RELATED_TO_PRIMARY_CILIUM_DEVELOPMENT_BASED_ON_CRISPR,9.7,0.0060784314,CEP97|OFD1|CEP192|TRAF3IP1|MIB1|ARL3|C2CD3|KIAA0753|KIFAP3|CEP120,-4.4765000343
WP_GLIOBLASTOMA_SIGNALING_PATHWAYS,36.6,0.0631930855,PRKCQ|PRKCD|CBL|PRKCA|ARAF|EP300|BRAF|TSC2|RB1|MAP2K2|PLCG1|FOXO1|RAF1|TSC1|MAPK1|AKT2|PIK3C2A|MSH6|NF1|MAP2K7|BRCA1|E2F1|IRS1|BRCA2|SRC|PDPK1|PRKCB|FOXO3|PIK3R1|PRKCH,3.2104001045
WP_GLYCOLYSIS_AND_GLUCONEOGENESIS,35.6,0.9120242953,SLC2A3|PDHA1|PGAM1|ENO1|ENO2|GAPDH|SLC2A1|ALDOC|LDHA|PFKP|TPI1|PGK1|ALDOA|MDH1|LDHB|GPI,0.2319999933
WP_G_PROTEIN_SIGNALING_PATHWAYS,24.2,0.7822284144,AKAP13|SLC9A1|PRKCQ|PRKCD|PRKCA|ARHGEF1|AKAP5|PRKACA|PRKAR1B|GNAI3|PRKD3|AKAP10|PRKAR1A|PDE7A|AKAP1|AKAP11|ITPR1|AKAP9|PRKCB|PDE7B|AKAP12|PRKCH,-0.5394999981
WP_HAIR_FOLLICLE_DEVELOPMENT_CYTODIFFERENTIATION_PART_3_OF_3,12.6,0.1176470588,NR3C1|NOTCH2|BCL11B|TCF3|RUNX3|NFKB1|ADAM17|GATA3|GTPBP4|NFATC1|CTNNB1,-2.4756999016
WP_HEAD_AND_NECK_SQUAMOUS_CELL_CARCINOMA,29.7,0.7763864043,RPS6|TSC2|RB1|RICTOR|NOTCH2|NUMB|TSC1|STK11|EIF4EBP1|AKT2|NFKB1|RPTOR|MTOR|PIK3R5|RELA|E2F1|TRAF3|PDPK1|PRKAA1|CUL3|PIK3R1|CTNNB1,0.5677999854
WP_HEPATITIS_B_INFECTION,31.8,0.1972471108,SOS1|STAT5A|NFATC2|TAB2|NFATC3|PRKCA|ARAF|BAD|PTK2B|EP300|BRAF|DDX3X|MAP2K2|IFIH1|MAVS|STAT4|CREB1|RAF1|MAP3K7|STAT3|CASP10|MAPK1|ATF2|MAP3K1|AKT2|NFKB1|TYK2|YWHAZ|MAP2K7|STAT1|CREBBP|RELA|IKBKB|MAPK13|SOS2|TRAF3|IKBKG|MAPK14|FAS|SMAD3|IKBKE|STAT5B|SRC|PRKCB|NFATC1|PIK3R1|DDB2|JAK3,2.1714999676
WP_HEPATITIS_C_AND_HEPATOCELLULAR_CARCINOMA,17.9,0.3728923476,SOS1|CD44|STAT3|NFKB1|RRM2|BRCA1|CTTN|MAPK14|SMAD3|MYOF,-1.5291999578
WP_HEPATOCYTE_GROWTH_FACTOR_RECEPTOR_SIGNALING,35.3,0.0100829403,PXN|SOS1|PAK1|PTK2B|MAP2K2|RAPGEF1|MAP4K1|RAF1|STAT3|MAPK1|RAP1A|SRC,3.6835000515
WP_HIPPO_MERLIN_SIGNALING_DYSREGULATION,15.7,0.0060784314,PAK1|PAK2|PPP1R12A|ITGB7|PAK4|CUL4A|CD44|PRKACA|PPP1CA|PRKAR1B|PPP1R14A|NF2|PPP1CB|WWTR1|PRKAR1A|STK3|LATS1|ITGA4|CTNNB1,3.578099966
WP_HIPPO_SIGNALING_REGULATION_PATHWAYS,20.4,0.4553109823,PRKCQ|PRKCD|PRKCA|PRKACA|PRKAB1|PRKAR1B|GNAI3|PRKD3|NF2|MTOR|WWTR1|PRKAR1A|PLCB2|STK3|SMAD3|PRKCB|PRKAA1|LATS1|CTNNB1|PRKCH,1.2657999992
WP_HIPPO_YAP_SIGNALING,50,0.9921875,MINK1|MAP4K4|TNIK|NDRG1|MAP4K1|MAP4K2|NF2|WWTR1|STK3|LATS1|RASSF1,0.0193000007
WP_HISTONE_MODIFICATIONS,24.6,0.0060784314,DOT1L|NSD1|SUV39H2|EZH2|SETD2|AEBP2|ASH1L|EHMT2|EHMT1|SMYD3|SUV39H1|SETD1B|SETDB1|SETD1A|PRDM2|SET,-5.2190999985
WP_HOST_PATHOGEN_INTERACTION_OF_HUMAN_CORONAVIRUSES_INTERFERON_INDUCTION,45.5,0.2381121195,RIPK1|IFIH1|MAVS|MAP3K7|IFNAR2|NFKB1|TYK2|STAT1|IKBKB|OAS3|TRAF3|IKBKG|MAPK14|IKBKE|EIF2AK2,1.8940000534
WP_HOST_PATHOGEN_INTERACTION_OF_HUMAN_CORONAVIRUSES_MAPK_SIGNALING,33.3,0.4429626101,RPS6KA1|MAP3K4|MAP2K2|RAF1|RPS6KA3|MAPK1|ATF2|MAP3K1|MAP2K7|MAPK13|MAPK14|MAP3K11,1.3638000488
WP_IL6_SIGNALING_PATHWAY,39.5,0.4788923112,SOS1|PRKCD|BAD|MAP2K2|MAP3K7|RPS6KB1|STAT3|SHC1|MAPK1|TYK2|PRDM1|STAT1|CREBBP|HDAC1|GSK3B|NCOA1|PIK3R1,1.2527999878
WP_IL_17_SIGNALING_PATHWAY,31.2,0.639478364,MAP3K7|STAT3|MAPK1|NFKB1|RELA|IKBKB|TRAF3|IKBKG|GSK3B|IL17RA,-0.8763999939
WP_IL_18_SIGNALING_PATHWAY,33.9,0.8929374719,PRKCD|PRKCA|LCK|HSPB1|MAP3K7|RPS6KB1|MAPK1|NFKB1|MEF2A|MAP2K7|RELA|IKBKB|FAS|PRKCB|PRKAA1|GSK3B|PIK3R1|ELAVL1|CTNNB1,-0.3036000133
WP_IL_1_SIGNALING_PATHWAY,33.3,0.1054421769,MAP3K3|TAB2|MAP3K2|SQSTM1|MAP2K2|PLCG1|MAP3K7|MAPK1|ATF2|MAP3K1|NFKB1|MAP2K7|RELA|IKBKB|IKBKG|MAPK14|IL1RAP|PIK3R1,2.4948999882
WP_IL_24_SIGNALING_PATHWAY,23.2,0.0183004221,RPS6|MKI67|SF3B1|CHEK1|CDK1|MAP3K2|SQSTM1|NDRG1|BAD|HSP90AA1|CASP2|EIF4G1|RB1|HSPB1|CD44|PRKACA|EIF2AK3|PLCG1|NAA10|CXCR4|RPS6KB1|STAT3|BSG|MAPK1|ATF2|EIF4EBP1|MAP3K1|PTPRC|MTOR|PRDM1|CENPA|MAP2K7|STAT1|MVD|CREBBP|CASP4|RELA|IKBKB|APC|TOP2A|BRCA2|IKBKG|MAPK14|FAS|SRC|EIF2A|PRKAA1|PPP2CB|EIF2AK2|KRT13|GSK3B|PIK3R1|CTNNB1|ABCC1|GSS,3.3936998844
WP_IL_2_SIGNALING_PATHWAY,51.4,0.0396784763,SOS1|STAT5A|RPS6|GAB2|CBL|PTK2B|LCK|MAP2K2|RAF1|RPS6KB1|STAT3|SHC1|MAPK1|STAT1|FYN|STAT5B|FOXO3|PIK3R1|JAK3,3.1257998943
WP_IL_3_SIGNALING_PATHWAY,36.7,0.0254766601,SOS1|STAT5A|GAB2|INPP5D|CBL|BAD|RAPGEF1|PRKACA|RAF1|LYN|STAT3|SHC1|MAPK1|PTPN6|FYN|STAT5B|SRC|PIK3R1,3.5992999077
WP_IL_4_SIGNALING_PATHWAY,50,0.0683613327,SOS1|STAT5A|GAB2|INPP5D|FLNA|CBL|BAD|EP300|IRS2|RPS6KB1|STAT3|SHC1|MAPK1|ATF2|NFKB1|TYK2|PTPN6|STAT1|RELA|IKBKB|IRS1|MAPK14|STAT5B|PIK3R1|JAK3,3.0748000145
WP_IL_5_SIGNALING_PATHWAY,43.2,0.122557902,SOS1|STAT5A|RPS6KA1|RPS6|MAP2K2|RAF1|RPS6KB1|LYN|STAT3|SHC1|MAPK1|STAT1|STAT5B|FOXO3|GSK3B|PIK3R1,2.4416000843
WP_IL_7_SIGNALING_PATHWAY,60,0.8956473011,STAT5A|BAD|PTK2B|MAP2K2|STAT3|MAPK1|STAT1|FYN|STAT5B|GSK3B|PIK3R1|JAK3,-0.2994000018
WP_INFLUENCE_OF_LAMINOPATHIES_ON_WNT_SIGNALING,29.7,0.188137239,EMD|LMNA|RUNX2|AXIN1|CSNK1A1|TOR1AIP1|APC|DICER1|HMGA2|GSK3B|CTNNB1,-2.0102000237
WP_INITIATION_OF_TRANSCRIPTION_AND_TRANSLATION_ELONGATION_AT_THE_HIV_1_LTR,37.5,0.5375017875,NFATC2|NFATC3|EP300|HDAC7|HDAC4|CDK9|NFKB1|SUPT5H|CREBBP|RELA|HDAC1|NFATC1,1.1018999815
WP_INSULIN_SIGNALING,40.6,0.0060784314,SOS1|RPS6KA1|PRKCQ|MINK1|PRKCD|CBL|MAP3K3|MAP4K4|MAP3K2|PRKCA|MAP4K5|TBC1D4|MAP3K4|STX4|PTPN1|TSC2|MAP2K2|RAPGEF1|MAP4K1|FOXO1|RAF1|MAP4K2|RPS6KA3|MAP3K7|GYS1|IRS2|RPS6KB1|KIF5B|FLOT2|TSC1|RPS6KA4|SHC1|MAPK1|SLC2A1|EIF4EBP1|MAP3K1|AKT2|PIK3C2A|EHD1|INPP4A|MTOR|CAP1|SNAP23|MAPK6|INPPL1|MAP2K7|IKBKB|MAPK13|IRS1|SOS2|MAPK14|RRAD|MAP3K11|CBLB|PDPK1|PRKCB|FOXO3|PRKAA1|PIK3R4|MAP3K8|GSK3B|PIK3R1|FLOT1|SRF|PRKCH,3.727699995
WP_INTEGRATED_CANCER_PATHWAY,27.3,0.9120242953,CHEK1|CDK1|BAD|RB1|BACH1|MSH6|BARD1|BRCA1|STAT1|E2F1|SMAD3|BLM,0.2184000015
WP_INTEGRIN_MEDIATED_CELL_ADHESION,24.5,0.0060784314,PXN|SOS1|PAK1|PAK2|ITGB7|ZYX|ARAF|PAK4|BRAF|MAP2K2|RAPGEF1|RAF1|SHC1|MAPK1|AKT2|CAV1|MAPK6|TLN1|FYN|RAP1A|SRC|VCL|PDPK1|ITGA4|ARHGEF7,5.3365998268
WP_INTERFERON_TYPE_I_SIGNALING_PATHWAYS,55.6,0.0060784314,STAT5A|RPS6|GAB2|CBL|EIF4B|PDCD4|LCK|RAPGEF1|STAT4|CREB1|IRS2|RPS6KB1|STAT3|IFNAR2|RPS6KA4|EIF4EBP1|MAP3K1|RPTOR|PTPRC|TYK2|MTOR|PTPN6|STAT1|PIAS1|FYN|IRS1|MAPK14|RAP1A|ZAP70|PIK3R1,3.6912000179
WP_INTERLEUKIN_11_SIGNALING_PATHWAY,40.9,0.152259332,RPS6KA1|RPS6|MAP2K2|CREB1|RAF1|RUNX2|RPS6KB1|STAT3|MAPK1|TYK2|STAT1|PIAS1|RELA|FYN|IKBKB|SRC|PDPK1|PIK3R1,2.3385999203
WP_INTERLEUKIN_1_IL_1_STRUCTURAL_PATHWAY,31.9,0.8074770379,TAB2|MAP2K2|MAP3K7|MAPK1|ATF2|MAP3K1|NFKB1|TANK|MAP2K7|RELA|IKBKB|MAPK14|SAFB|MAP3K8|IL1RAP,-0.5152000189
WP_JOUBERT_SYNDROME,22.4,0.3472222222,FLNA|NIN|PCNT|CSPP1|RAB8A|CEP97|MTOR|KAT5|TMEM237|OFD1|CETN2|CEP164|CCP110|ARL3|MYO5A|CEP120|PCM1,-1.6268999577
WP_KISSPEPTIN_KISSPEPTIN_RECEPTOR_SYSTEM_IN_THE_OVARY,30.8,0.0687513861,PRKCQ|PRKCD|PRKCA|MAP2K2|RAF1|ARRB1|MAPK1|AKT2|NFKB1|PLCB2|PRKCB|PRKCH,2.8278999329
WP_KIT_RECEPTOR_SIGNALING_PATHWAY,56.6,0.0060784314,SOS1|STAT5A|RPS6KA1|RPS6|GAB2|INPP5D|CBL|PRKCA|BAD|EP300|DOK1|MAP2K2|PLCG1|RAF1|RPS6KA3|RPS6KB1|LYN|STAT3|SHC1|MAPK1|PTPN6|MATK|STAT1|FYN|MAPK14|STAT5B|SRC|PRKCB|FOXO3|PIK3R1,5.257999897
WP_KLEEFSTRA_SYNDROME,44.8,0.9559632307,SMARCA4|ARID1A|SMARCB1|SMARCC2|SMARCD2|ARID1B|ACTL6A|SMARCC1|BAP1|EHMT1|SMARCA2|KDM6A|RBBP5,0.1441999972
WP_LEPTIN_SIGNALING_PATHWAY,46.5,0.0060784314,SOS1|RPS6KA1|RPS6|PDE3B|ACACA|BAD|KHDRBS1|PTPN1|MAP2K2|PLCG1|FOXO1|CREB1|RAF1|RPS6KB1|STAT3|SHC1|MAPK1|EIF4EBP1|NFKB1|MTOR|STAT1|RELA|FYN|IKBKB|IRS1|IKBKG|MAPK14|STAT5B|SRC|PRKAA1|GSK3B|NCOA1|PIK3R1,4.1722002029
WP_LIPID_METABOLISM_PATHWAY,41.4,0.0100829403,ACACA|PDHA1|ACLY|FASN|PRKACA|PRKAB1|PRKAR1B|BCKDHA|AKT2|PRKAR1A|PRKAA1|ACSS2,3.6905999184
WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,13.4,0.0060784314,MAP3K7|TCF3|CSNK2B|AXIN1|FZD6|EZH2|HNRNPK|CSNK1A1|APC|CSNK1E|GSK3B|CHD8|CTNNB1,-4.6273999214
WP_MALE_INFERTILITY,14.5,0.2257690219,EP300|ABLIM1|PUM2|USP8|CDK9|DDX20|MLH1|PMS2|KDM3A|CREBBP|RFC1|HMGA1|LRWD1|TRIP13|BRCA2|FAS|CCNT2|XRCC5|CCNK|CHD2|SLC16A7,-1.9864000082
WP_MAPK_CASCADE,42.4,0.0060784314,SOS1|SIPA1|MAP3K3|MAP3K2|ARAF|BRAF|MAP2K2|RASA3|RAF1|MAPK1|MAP3K1|MAP2K7|SOS2|MAPK14,3.9512999058
WP_MAPK_SIGNALING_PATHWAY,23.9,0.0553324409,SOS1|PAK1|PAK2|FLNA|PRKCD|PTPN7|STMN1|TAB2|JUND|NFATC3|RASGRP2|MAP4K4|MAP3K2|PRKCA|ARAF|MAP3K4|BRAF|HSPB1|MAP2K2|MAP4K1|PRKACA|RAF1|MAP4K2|RPS6KA3|MAP3K7|STK4|RPS6KA4|TAOK1|ARRB1|MAPK1|ATF2|MAP3K1|AKT2|ELK4|NFKB1|NF1|MAP2K7|RELA|IKBKB|MAPK13|RRAS2|SOS2|RAPGEF2|IKBKG|STK3|FLNB|MAPK14|FAS|RAP1A|MAP3K11|HSPA8|PLA2G4A|MEF2C|NFATC1|RELB|DAXX|MAP3K8|FLNC|SRF,2.7458000183
WP_MEASLES_VIRUS_INFECTION,26.5,0.152259332,STAT5A|SLAMF1|TAB2|CD3E|CD3D|BAD|CD3G|IFIH1|MAVS|EIF2AK3|TNFAIP3|MAP3K7|STAT3|IFNAR2|CSNK2B|MSN|NFKB1|TYK2|STAT1|RELA|IKBKB|OAS3|CCNE2|TRAF3|IKBKG|ADAR|FAS|IKBKE|STAT5B|CBLB|HSPA8|EIF2AK2|EIF3H|EIF2AK4|PIK3R1|JAK3,2.2888000011
WP_MECHANOREGULATION_AND_PATHOLOGY_OF_YAP_TAZ_VIA_HIPPO_AND_NON_HIPPO_MECHANISMS,34,0.1038386816,PAK1|PAK2|ITGB7|LIMD1|MAP4K4|MAP4K5|PAK4|MAP4K1|MAP4K2|NF2|WWTR1|STK3|SRC|ACTA1|LATS1|CTNNB1,2.6449999809
WP_MECP2_AND_ASSOCIATED_RETT_SYNDROME,27.4,0.055258467,RPS6|PSIP1|NCOR1|YBX1|HNRNPH1|CREB1|SIN3A|HNRNPF|MECP2|CNP|MTOR|NF1|EZH2|E2F1|SMC3|DHX9|HDAC1|TET2|MEF2C|MPP1,2.8917000294
WP_MELANOMA,25,0.2003412263,SOS1|PAK1|ARAF|BAD|BRAF|RB1|MAP2K2|CREB1|RAF1|MAPK1|AKT2|NF1|E2F1|SOS2|VCL|PIK3R1|DDB2,2.0225000381
WP_MESODERMAL_COMMITMENT_PATHWAY,21.8,0.0060784314,ACACA|TRIM28|PRKACA|TRERF1|MACF1|ARID5B|AHDC1|CCDC6|ZNF281|ELK4|CEP250|UBR5|AXIN1|PRKAR1A|GATA3|CUL4B|ATP8B2|WDHD1|PIAS1|EMSY|ADAM19|SETD2|AEBP2|EOMES|SMAD3|LATS1|HMGA2|ACVR2A|ASCC3|KDM6A|HTT|SRF,-3.4883999825
WP_METABOLIC_EPILEPTIC_DISORDERS,22.8,0.8710440698,SLC2A3|PDHA1|PGAM1|ENO1|ENO2|GAPDH|SLC1A5|SLC2A1|ALDOC|LDHA|PFKP|MOCS3|TPI1|GPHN|MOCS2|PGK1|ALDOA|ETHE1|MDH1|LDHB|GPI,0.3700000048
WP_METABOLIC_REPROGRAMMING_IN_COLON_CANCER,35.7,0.7863694908,PDHA1|ACLY|FASN|SLC16A3|PGAM1|ENO1|GAPDH|SLC1A5|SLC2A1|PAICS|LDHA|TKT|PGK1|TALDO1|GPI,0.5180000067
WP_METABOLIC_REPROGRAMMING_IN_PANCREATIC_CANCER,33.3,0.1700260524,PDHA1|ACLY|PGM3|FASN|SLC1A5|SLC16A1|BCKDHA|SLC2A1|SLC7A5|GFPT1|LDHA|LDLR|MDH1|GPI,2.2181999683
WP_MET_IN_TYPE_1_PAPILLARY_RENAL_CELL_CARCINOMA,35.6,0.0060784314,SOS1|PAK1|PAK2|CBL|ARAF|BAD|PAK4|BRAF|MAP2K2|RAPGEF1|PLCG1|RAF1|STAT3|MAPK1|AKT2|TFE3|SOS2|RAP1A|SRC|PIK3R1|JAK3,4.7754998207
WP_MICRORNAS_IN_CARDIOMYOCYTE_HYPERTROPHY,26,0.710410391,MAP2K2|HDAC7|EIF2B5|HDAC4|CDK7|RAF1|MYEF2|STAT3|CDK9|MAPK1|AKT2|NFKB1|MTOR|RCAN1|MAP2K7|IKBKB|PLCB2|IKBKG|CAMK2D|MAPK14|IKBKE|PDPK1|PRKCB|MYLK|GSK3B|PIK3R1|CTNNB1,0.7149000168
WP_MICROTUBULE_CYTOSKELETON_REGULATION,47.8,0.520777014,MARK2|PAK1|CLIP1|STMN1|CDK1|PRKCA|DPYSL2|PRKACA|DIAPH1|ABL1|CLASP1|CAMK4|STAT3|TAOK1|LIMK1|APC|MAP1B|TIAM1|PHLDB2|SRC|GSK3B|TRIO,-1.1498999596
WP_MIRNA_REGULATION_OF_DNA_DAMAGE_RESPONSE,27.4,0.1054421769,CHEK1|CDK1|ATRIP|RB1|CREB1|RPA2|ABL1|FANCD2|NBN|BRCA1|RFC1|E2F1|PML|CCNE2|PRKDC|CCNB2|FAS|TLK1|DDB2|RAD9A,-2.6875
WP_MIRNA_REGULATION_OF_PROSTATE_CANCER_SIGNALING_PATHWAYS,38.7,0.5249641774,SOS1|BAD|MAP2K2|FOXO1|RAF1|MAPK1|NFKB1|MTOR|CREBBP|IKBKG|GSK3B|CTNNB1,1.1560000181
WP_MODULATORS_OF_TCR_SIGNALING_AND_T_CELL_ACTIVATION,49.2,0.081980219,CD5|GRAP2|CD247|PRKCQ|CD8A|CD3E|CD3D|SMARCB1|LCK|CD3G|MAP4K1|MEF2D|PLCG1|TNFAIP3|NFKB1|PTPN6|RELA|IKBKB|CARD11|IKBKG|RPRD1B|CBLB|UBASH3A|PDPK1|LAT|ZAP70|MAP3K8|LCP2|PIK3R1|PCBP2,2.6119999886
WP_MRNA_PROCESSING,45.2,0.0899463224,PRPF6|SF3B1|SRSF6|SRSF4|YBX1|HNRNPD|HNRNPA1|HNRNPH1|RBMX|HNRNPA2B1|SRSF9|HNRNPC|SRRM1|SRSF1|SRSF10|SF3B2|SUGP2|PRPF40A|SFPQ|CPSF4|CLK3|DDX20|TRA2B|CLASRP|PRPF4B|HNRNPL|SUPT5H|XRN2|HNRNPK|HNRNPM|SRPK2|SF3B3|RBM39|POLR2A|PABPN1|DHX9|CD2BP2|RNPS1|METTL3|SRSF2|SRSF3|DDX1|SNRPA|SNRNP70|SRPK1|DICER1|PTBP1|SRSF5|SNRPD2|RBM17|U2AF2|DHX8|PCBP2|PPM1G|SRSF7|PAPOLA|NONO,-2.59739995
WP_MYOMETRIAL_RELAXATION_AND_CONTRACTION_PATHWAYS,14.1,0.0660305018,PRKCQ|PRKCD|PRKCA|RGS3|ITPR3|PRKACA|RGS14|PLCG1|CREB1|PRKAR1B|ARRB1|ATF2|NFKB1|YWHAZ|PRKAR1A|ATP2A2|CAMK2G|ITPR1|CAMK2D|PRKCB|ACTA1|PRKCH,3.1080999374
WP_NCRNAS_INVOLVED_IN_WNT_SIGNALING_IN_HEPATOCELLULAR_CARCINOMA,13.6,0.0100829403,MTDH|CSNK2B|AXIN1|FZD6|EZH2|CSNK1A1|APC|CSNK1E|GSK3B|CHD8|ELAVL1|CTNNB1,-3.7197999954
WP_NETRIN_UNC5B_SIGNALING_PATHWAY,23.1,0.0186466165,INPP5D|AGAP2|PRKCA|PTK2B|MAP2K2|RAF1|PPP1CA|MAPK1|FYN|MAPK14|SRC|RLF,3.901900053
WP_NETWORK_MAP_OF_SARS_COV_2_SIGNALING_PATHWAY,15.6,0.0060784314,CD247|RPS6|IL16|CD2|PRKCQ|AKT1S1|LARP1|NFATC3|CD8A|CDK1|CD3E|LCK|CD3G|IFIH1|MAVS|CAMK4|GTSE1|EIF4EBP1|RPTOR|MTOR|RRM2|PTPN6|STAT1|PIAS1|FYN|CARD11|TRAF3|CCNB2|IKBKG|ULK1|HSPA8|ZAP70|FGA|ITCH,4.5939002037
WP_NEURAL_CREST_CELL_MIGRATION_IN_CANCER,23.3,0.0747092965,PAK1|PAK2|PAK4|KIDINS220|STAT3|AKT2|PIK3R5|TIAM1|PIK3R4|TRIO,2.7221999168
WP_NEURODEGENERATION_WITH_BRAIN_IRON_ACCUMULATION_NBIA_SUBTYPES_PATHWAY,34.1,0.2502632503,ACACA|ATG16L1|AKT1S1|PANK2|TSC2|TSC1|STK11|RPTOR|MECP2|MTOR|RB1CC1|ULK1|PRKAA1|PIK3R4|COASY,1.8954000473
WP_NEUROINFLAMMATION_AND_GLUTAMATERGIC_SIGNALING,17.1,0.0100829403,SLC2A3|PDHA1|PRKCA|PRKACA|SLC1A4|CFL1|CREB1|PPP1CA|CAMK4|SLC38A1|STAT3|MAPK1|SLC2A1|NFKB1|PPP1CB|CAMKK2|IL10RB|STAT1|CAMK2G|IRS1|PLCB2|CAMK2D|SMAD3|PRKCB,4.0317997932
WP_NF1_COPY_NUMBER_VARIATION_SYNDROME,22.2,0.1037014736,SOS1|EVI2B|EVL|EIF3A|MAP3K2|DNMT1|CFL1|MAVS|EVI2A|RAF1|MAPK1|MAP3K1|RAB11A|ATAD5|SUPT5H|NF1|USP1|LIMK1|RFC3|CCNE2|EXOC1|TUBB|EXOC7|RAD9A,2.6837999821
WP_NONALCOHOLIC_FATTY_LIVER_DISEASE,9.7,0.5885244512,NDUFV3|EIF2AK3|PRKAB1|IRS2|AKT2|NFKB1|RELA|IKBKB|IRS1|FAS|MAP3K11|PRKAA1|GSK3B|PIK3R1|ITCH,-0.9629999995
WP_NON_GENOMIC_ACTIONS_OF_1_25_DIHYDROXYVITAMIN_D3,25.3,0.188137239,PRKCQ|PRKCD|PRKCA|IFNAR2|MAPK1|CAV1|NFKB1|TYK2|MED1|STAT1|CAMK2G|IKBKB|MAPK13|PLCB2|CAMK2D|MAPK14|PRKCB|RELB|PRKCH,-2.1716001034
WP_NON_SMALL_CELL_LUNG_CANCER,33.3,0.3472222222,SOS1|STAT5A|PRKCA|ARAF|BAD|BRAF|RB1|MAP2K2|PLCG1|RAF1|STK4|STAT3|MAPK1|AKT2|EML4|E2F1|SOS2|STAT5B|PRKCB|FOXO3|RASSF1|PIK3R1|DDB2|JAK3,1.5590000153
WP_NOTCH_SIGNALING_PATHWAY,35.2,0.0060784314,SPEN|NCOR1|NCOR2|LCK|EP300|NOTCH2|SNW1|NUMB|RING1|PSEN1|STAT3|NFKB1|ADAM17|SKP1|HDAC1|SRC|GSK3B|PIK3R1|ITCH,4.7392997742
