Signature ID,Percent Overlap (P915_L_p),adj p-val (P915_L_p),Overlap (P915_L_p),Score (P915_L_p)
WP_PLEURAL_MESOTHELIOMA,12.8,0.003704918,SOS1|MOB1B|EIF4G1|PAK2|EIF4B|RPS6KA1|RPS6KA3|TNIK|NDRG1|MAPK1|NFKB1|MAP4K1|PRKAB1|ATF2|CDK7|RAF1|PAK1|LIMD1|MAP2K2|MAP3K2|MINK1|HCFC1|AKT1S1|PAK4|MEF2D|CIT|CSNK2B|STAT1|MAP4K4|TSC2|TSC1|NF2|MAP3K11|SRC|EZH2|HMGN1|UHRF1|GSK3B|ITPR3|ACTA1|BRCA1|SETDB1|CSNK1A1|EIF4EBP1|SETD2|MAP3K4|FOXO1|ITGA4|E2F1|RPTOR|CHD8|RB1CC1|MAP3K3|MAP3K1|CD44|MAPK14,4.4190001488
WP_PRADER_WILLI_AND_ANGELMAN_SYNDROME,15.7,0.3775449831,TPR|NUP98|NUP210|NUP153|RB1|NUP88|NUP155|NUP35|AHCTF1|NUP214|NUP107|RANBP2|POM121|PCM1|NUP93|E2F1|NUP160,1.2803000212
WP_PRIMARY_OVARIAN_INSUFFICIENCY,11,0.9527671115,LMNA|WDR62|EIF4ENIF1|NUP107|TSC2|NOTCH2|ATG9A|PRDM1|EIF2B5|HARS2|BRCA1|PDPK1|EIF2B4|XRCC6|FOXO1|KHDRBS1|RECQL4|NBN|SIRT1,-0.1089999974
WP_PROLACTIN_SIGNALING_PATHWAY,31.1,0.003704918,FLNA|SOS1|CBL|PXN|AGAP2|MAPK1|STAT3|NFKB1|STAT5A|RAF1|PAK1|MAP2K2|STAT1|YWHAZ|PTPN1|ZAP70|IRS2|SRC|FYN|RELA|GSK3B|EIF4EBP1|MAPK14,5.1079001427
WP_RAC1_PAK1_P38_MMP2_PATHWAY,23.5,0.003704918,SOS1|PXN|STMN1|NCK1|MAPK1|STAT3|NFKB1|STAT5A|PAK1|BAD|SRC|RELA|IKBKB|EIF4EBP1|FOXO1|MAPK14,4.8544998169
WP_RANKL_RANK_SIGNALING_PATHWAY,30,0.0115232632,CBL|TAB2|MAPK1|NFKB1|MAP3K7|LYN|STAT1|SQSTM1|RELB|SRC|TRAF1|RELA|IKBKB|NFATC1|MAPK14,3.1626999378
WP_RAS_SIGNALING,14.7,0.003704918,RASAL3|SOS1|PAK2|MAPK1|NFKB1|PRKCA|RAF1|PAK1|MAP2K2|BAD|LAT|RASA3|PAK4|ABL2|NF1|TIAM1|PRKACA|ZAP70|RAB5B|RELA|IKBKB|ABL1|STK4|KSR1|BRAP|RALBP1|RRAS2,4.5680999756
WP_REGULATION_OF_ACTIN_CYTOSKELETON,18.7,0.003704918,PPP1R12A|ARHGEF1|SOS1|PXN|ARHGAP35|SLC9A1|WASF2|PAK2|BRAF|ARHGEF6|MAPK1|GIT1|RAF1|PAK1|MAP2K2|DIAPH1|PAK4|CFL1|MSN|PIK3C2A|WAS|IQGAP1|ARHGEF7|SSH1|SSH2|LIMK1|RRAS2|ABI2,5.5742001534
WP_REGULATORY_CIRCUITS_OF_THE_STAT3_SIGNALING_PATHWAY,17.9,0.0063964678,TRIM28|STMN1|MAPK1|STAT3|RICTOR|AKT1S1|CREBBP|PTPRC|SRC|IL10RB|JAK3|RPTOR|IFNAR2|MAPK14,3.9196999073
WP_RETINOBLASTOMA_GENE_IN_CANCER,28.1,0.8299254224,DNMT1|KIF4A|STMN1|POLA1|TOP2A|RAF1|RB1|RRM2|SMC3|MSH6|CCDC6|SIN3A|ANLN|FAF1|SUV39H1|HDAC1|ABL1|POLD3|TFDP1|ORC1|E2F1|SMARCA2|CCNB2|CHEK1|CDK1,0.351000011
WP_RETT_SYNDROME_CAUSING_GENES,25,0.310642065,SMARCA4|BRAF|TRRAP|CHD4|NCOR1|NCOR2|IMPDH2|HDAC1|SYNE2|SMARCA2|MECP2|HTT,-1.4492000341
WP_ROLE_OF_HYPOXIA_ANGIOGENESIS_AND_FGF_PATHWAY_IN_OA_CHONDROCYTE_HYPERTROPHY,20,0.003704918,JUND|MAPK1|STAT3|NFKB1|PRKCA|LAMTOR1|RELB|RELA|FOSL2|ARNT,3.989000082
WP_SARS_COV_2_INNATE_IMMUNITY_EVASION_AND_CELL_SPECIFIC_IMMUNE_RESPONSE,18.2,0.1005424088,LARP1|NFKB1|MAVS|NUP98|RIPK1|BSG|STAT1|LAG3|EP300|IFNAR2|HAVCR2|TRIM25,2.3304998875
WP_SMITH_MAGENIS_AND_POTOCKI_LUPSKI_SYNDROME_COPY_NUMBER_VARIATION,15.7,0.3095440111,PPP1R12A|MPRIP|ALKBH5|FHOD1|STAT3|NFKB1|PRKAB1|COPS5|LDHA|GPS1|RAB8A|CLTC|PRDM1|RELA|FLII|WDR26|RPTOR|USP8|DENR|LIMK1|RB1CC1|TFEB|RAI1|FLCN|CDK1,1.5067000389
WP_STEROL_REGULATORY_ELEMENT_BINDING_PROTEINS_SREBP_SIGNALING,17.4,0.996131528,ACLY|PRKAB1|FASN|MVD|MDH1|PRKACA|HMGCS1|SCAP|MED15|SEC31A|NFYA|SIRT1,-0.0105999997
WP_SUDDEN_INFANT_DEATH_SYNDROME_SIDS_SUSCEPTIBILITY_PATHWAYS,12.6,0.6699604743,NR3C1|NFKB1|GAPDH|RUNX3|YWHAZ|PRKACA|CC2D1A|CREBBP|EP300|HSPD1|PRKAR1B|HDAC1|DEAF1|NFYA|GATA3|SPTBN1|MECP2|YBX1|MBD1|PRKAR1A,-0.6571999788
WP_TARGET_OF_RAPAMYCIN_SIGNALING,27.8,0.2213838476,PRR5L|PRKCA|PRKAB1|RICTOR|AKT1S1|TSC2|TSC1|EIF4EBP1|RPTOR|RRAGC,1.8207000494
WP_TAR_SYNDROME,19,0.0401373431,CD247|STAT3|NFKB1|LCK|CD3D|LAMTOR1|SLK|AKAP10|EIF4A3|MTA1|BRF1|SIRT1,3.0281999111
WP_TGF_BETA_SIGNALING_PATHWAY,25,0.4099704381,SOS1|PAK2|JUND|MAPK1|MAP4K1|NUP153|ATF2|RAF1|MAP2K2|COPS5|RBL1|MAP3K7|SNW1|DCP1A|NUP214|PML|SNIP1|CREBBP|EP300|RBL2|SRC|SIN3A|HDAC1|ZEB1|PIAS1|TFDP1|SPTBN1|CCNB2|DAB2|MAPK14|CDK1|NEDD4L|STAMBPL1,-1.2443000078
WP_TH17_CELL_DIFFERENTIATION_PATHWAY,30.4,0.0063964678,PRKCQ|CD247|MAPK1|STAT3|CD3E|NFIL3|NFKB1|LCK|HSP90AA1|CD3D|CD3G|STAT5A|LAT|STAT1|ZAP70|IKBKB|NFATC1|GATA3|TBX21|RUNX1|MAPK14,4.5994000435
WP_THERMOGENESIS,18.5,0.5114407845,SOS1|SMARCA4|RPS6KA1|RPS6KA3|ARID1A|PRKAB1|ATF2|SMARCC2|AKT1S1|SMARCD2|SIRT6|TSC2|PRKACA|TSC1|SMARCC1|RPTOR|SMARCA2|ACTL6A|ARID1B|MAPK14,1.0261000395
WP_THYMIC_STROMAL_LYMPHOPOIETIN_TSLP_SIGNALING_PATHWAY,40,0.003704918,MAPK1|STAT3|NFKB1|LCK|STAT5A|MAP2K2|STAT4|PI4K2A|LYN|STAT1|RELB|SRC|FYN|RELA|EIF4EBP1|MAPK14,4.7916998863
WP_THYROID_HORMONES_PRODUCTION_AND_PERIPHERAL_DOWNSTREAM_SIGNALING_EFFECTS,18.3,0.3938072256,SOS1|MAPK1|MAP4K5|ATF2|RAF1|BAD|TBC1D4|AKT1S1|SIRT6|TSC2|PRKACA|TSC1|SRC|GSK3B|FOXO1|RPTOR|MAPK14,1.3023999929
WP_THYROID_STIMULATING_HORMONE_TSH_SIGNALING_PATHWAY,22.4,0.8213384552,RPS6KA1|BRAF|MAPK1|STAT3|SCRIB|RAF1|RB1|STAT1|RBL2|SRC|PDPK1|RAP1GAP|MAPK14,0.3603000045
WP_TNF_ALPHA_SIGNALING_PATHWAY,22.5,0.1239696377,SOS1|TAB2|MAPK1|NFKB1|HSP90AA1|RIPK3|RIPK1|RAF1|BAD|MAP3K7|RFFL|PSMD2|PTPRCAP|CREBBP|TRAF1|IKBKB|KSR1|MAP3K3|MAP3K1|MAP3K8,2.2244999409
WP_TNF_RELATED_WEAK_INDUCER_OF_APOPTOSIS_TWEAK_SIGNALING_PATHWAY,31.6,0.0467187852,MAPK1|NFKB1|RIPK1|RAF1|MAP3K7|RELB|TRAF1|RELA|IKBKB|GSK3B|HDAC1|MAPK14,2.9170000553
WP_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY,12.6,0.0166740446,TAB2|MAPK1|NFKB1|IKBKE|RIPK1|MAP2K2|MAP3K7|STAT1|RELA|IKBKB|IFNAR2|MAP3K8|MAPK14,3.4435999393
WP_TRANSLATION_FACTORS,32,0.8481212859,EIF4G1|EIF4B|EEF2|EIF3J|EIF5B|PABPC1|EIF3H|EIF2B5|EIF4EBP1|EIF2B4|EIF4EBP2|EEF2K|EIF3B|EEF1D|EIF3F|EIF4G3,0.320600003
WP_TRANSLATION_INHIBITORS_IN_CHRONICALLY_ACTIVATED_PDGFRA_CELLS,30.4,0.0063964678,EIF4G1|EIF4B|RPS6KA1|PDCD4|MAPK1|PRKCD|PRKCA|MAP2K2|PRKACA|EIF4EBP1|RPS6KA4|RPTOR|MAPK14|EIF4G3,3.0557000637
WP_TUMOR_SUPPRESSOR_ACTIVITY_OF_SMARCB1,32.3,0.7760202646,SMARCA4|ARID1A|RB1|SMARCC2|SMARCD2|DPF2|EZH2|SMARCC1|ACTL6A|ARID1B,-0.4713000059
WP_TYROBP_CAUSAL_NETWORK_IN_MICROGLIA,20,0.7351384689,BIN2|APBB1IP|PPP1R18|RPS6KA1|STAT5A|FKBP15|RUNX3|ELF4|HCLS1|SAMSN1|SLC1A5|ABCC4,0.5058000088
WP_T_CELL_ACTIVATION_SARS_COV_2,35.2,0.0063964678,GRAP2|PRKCQ|SOS1|CD247|MAPK1|CD3E|NFKB1|LCK|CD3D|CD3G|RAF1|MAP2K2|STAT4|RICTOR|LAT|ITPR1|TSC2|TSC1|ZAP70|PTPRC|CARD11|FYN|RELA|IKBKB|GSK3B|NFATC1|PDPK1|IRF2BPL|RPTOR|IFNAR2|LCP2,4.2740998268
WP_T_CELL_ANTIGEN_RECEPTOR_TCR_PATHWAY_DURING_STAPHYLOCOCCUS_AUREUS_INFECTION,37.1,0.0247497645,GRAP2|PRKCQ|SOS1|CBL|NFATC2|CD8A|NCK1|NFKB1|LCK|CD3D|RAF1|PAK1|MAP2K2|MAP3K7|LAT|ZAP70|PTPRC|CARD11|FYN|IKBKB|GSK3B|MAP3K8|LCP2,3.4363000393
WP_T_CELL_RECEPTOR_AND_CO_STIMULATORY_SIGNALING,35.7,0.0401373431,NFATC2|CD8A|NFKB1|LCK|PRKCA|ZAP70|FYN|GSK3B|DYRK1A|CSNK1A1,2.5978999138
WP_T_CELL_RECEPTOR_SIGNALING_PATHWAY,50.7,0.003704918,GRAP2|PRKCQ|SOS1|CBL|NFATC2|CD8A|DBNL|NCK1|CD247|MAPK1|CD3E|NFKB1|LCK|PRKCD|CD3D|CD3G|MAP4K1|ATF2|RAF1|PAK1|PTK2B|MAP2K2|MAP3K7|LAT|ITPR1|CBLB|ZAP70|CARD11|WAS|FYN|RELA|IKBKB|NFATC1|PDPK1|PSTPIP1|MAP3K8|MAPK14|LCP2,4.3861999512
WP_UROTENSIN_II_MEDIATED_SIGNALING_PATHWAY,18.8,0.3439136014,MAPK1|STAT3|NFKB1|PRKACA|CREBBP|EP300|HMOX1|RELA|IKBKB|GSK3B|NCF4|MAPK14|CDK1,1.4124000072
WP_VEGFA_VEGFR2_SIGNALING,20.4,0.003704918,CBL|PXN|PRRC2C|NFATC2|HSPB1|EIF4G1|NCK1|PAK2|PPP1CA|HDAC7|FHOD1|NDRG1|GIGYF2|MAPK1|PRKD2|STAT3|PBXIP1|PRKRA|NFKB1|PRKCD|HSP90AA1|PRKCA|HDAC4|ATF2|RAF1|PAK1|PTK2B|MAP2K2|NCL|RICTOR|EPS15|NAP1L1|RAPGEF1|UBAP2L|LDHA|FXR2|GAPDH|TUBA1C|CAMKK2|AKT1S1|CFL1|PABPC1|BSG|RPL18A|STAT1|BIN1|PTPN1|EIF3H|USP10|CLTC|CREBBP|LRRFIP2|SH2D2A|BRD4|SRC|CTNND1|FYN|MOV10|RELA|GSK3B|IQGAP1|FAF1|NFATC1|HDAC1|ARNT|RAB11A|PDPK1|RBM39|ABL1|SET|SYNJ1|FLII|FOXO1|SND1|PBK|ARPC5L|SMARCA2|EIF2A|LIMK1|PGK1|MYH9|EPB41|SRPK1|SRF|LARP7|MAPK14|EIF3F|EIF4G2,5.5848999023
WP_WNT_SIGNALING,8.8,0.8106109503,NFATC2|NFATC3|PRKCA|MAP3K7|CSNK2B|GSK3B|CSNK1A1|NFATC1|CAMK2G|CHD8,0.396600008
WP_WNT_SIGNALING_PATHWAY,21.3,0.2290850115,NFATC2|MAPK1|PRKCA|MAP3K7|PI4K2A|TSC2|TSC1|BCL9|GSK3B|CSNK1A1,1.831099987
WP_WNT_SIGNALING_PATHWAY_AND_PLURIPOTENCY,11.9,0.2174431526,PRKCQ|PRKCD|PRKCA|MAP3K7|CREBBP|EP300|PRKCH|CTNND1|GSK3B|NFYA|RACGAP1|CD44,1.8959000111
